"IMMUNE_CELLTYPE"	"TC"	"Correlation"	"PValue"
"449"	"Plasma.cells"	"V1326"	-0.0646	1.81e-11
"450"	"Plasma.cells"	"V1359"	0.0153	0.110914479
"451"	"Plasma.cells"	"V1366"	0.00126	0.895744589
"452"	"Plasma.cells"	"V1373"	-0.0302	0.001670839
"453"	"Plasma.cells"	"V1378"	0.0622	9.44e-11
"454"	"T.cells.CD8"	"V2"	-0.158	1.2e-61
"455"	"T.cells.CD8"	"V8"	0.0315	0.001063279
"456"	"T.cells.CD8"	"V12"	-0.0462	1.51e-06
"457"	"T.cells.CD8"	"V28"	0.0369	0.000124933
"458"	"T.cells.CD8"	"V36"	0.09	6.81e-21
"459"	"T.cells.CD8"	"V46"	-0.14	1.39e-48
"460"	"T.cells.CD8"	"V55"	-0.0422	1.11e-05
"461"	"T.cells.CD8"	"V63"	-0.0214	0.025994777
"462"	"T.cells.CD8"	"V67"	-0.038	7.68e-05
"463"	"T.cells.CD8"	"V82"	-0.0598	4.84e-10
"464"	"T.cells.CD8"	"V116"	-0.0924	6.12e-22
"465"	"T.cells.CD8"	"V131"	-0.584	0
"466"	"T.cells.CD8"	"V139"	-0.0951	3.57e-23
"467"	"T.cells.CD8"	"V143"	0.36	0
"468"	"T.cells.CD8"	"V146"	0.401	0
"469"	"T.cells.CD8"	"V148"	0.41	0
"470"	"T.cells.CD8"	"V163"	-0.0578	1.81e-09
"471"	"T.cells.CD8"	"V169"	-0.0361	0.000169952
"472"	"T.cells.CD8"	"V207"	0.135	5.43e-45
"473"	"T.cells.CD8"	"V215"	0.0422	1.13e-05
"474"	"T.cells.CD8"	"V220"	0.0965	8.31e-24
"475"	"T.cells.CD8"	"V240"	0.0778	5.35e-16
"476"	"T.cells.CD8"	"V252"	-0.0704	2.32e-13
"477"	"T.cells.CD8"	"V253"	0.00767	0.424908351
"478"	"T.cells.CD8"	"V257"	0.0846	1.24e-18
"479"	"T.cells.CD8"	"V269"	0.0701	2.87e-13
"480"	"T.cells.CD8"	"V271"	-0.038	7.76e-05
"481"	"T.cells.CD8"	"V286"	0.0285	0.003051131
"482"	"T.cells.CD8"	"V291"	0.118	5.08e-35
"483"	"T.cells.CD8"	"V295"	0.125	9.2e-39
"484"	"T.cells.CD8"	"V305"	0.0126	0.190761128
"485"	"T.cells.CD8"	"V336"	0.0165	0.086467118
"486"	"T.cells.CD8"	"V342"	-0.114	7.55e-33
"487"	"T.cells.CD8"	"V352"	-0.103	6.06e-27
"488"	"T.cells.CD8"	"V357"	0.295	1.04e-216
"489"	"T.cells.CD8"	"V360"	-0.299	6.51e-223
"490"	"T.cells.CD8"	"V366"	0.0508	1.23e-07
"491"	"T.cells.CD8"	"V373"	-0.15	8.48e-56
"492"	"T.cells.CD8"	"V394"	0.0274	0.004379802
"493"	"T.cells.CD8"	"V405"	-0.0151	0.115534482
"494"	"T.cells.CD8"	"V413"	-0.0448	3.18e-06
"495"	"T.cells.CD8"	"V425"	0.197	6.29e-95
"496"	"T.cells.CD8"	"V426"	-0.212	3.84e-110
"497"	"T.cells.CD8"	"V442"	0.145	4.59e-52
"498"	"T.cells.CD8"	"V451"	-0.0361	0.000171198
"499"	"T.cells.CD8"	"V455"	0.499	0
"500"	"T.cells.CD8"	"V458"	0.209	1.09e-106
"501"	"T.cells.CD8"	"V464"	0.177	1.98e-76
"502"	"T.cells.CD8"	"V466"	0.0768	1.23e-15
"503"	"T.cells.CD8"	"V467"	0.0773	8.33e-16
"504"	"T.cells.CD8"	"V479"	-0.0437	5.57e-06
"505"	"T.cells.CD8"	"V482"	-0.0284	0.003168
"506"	"T.cells.CD8"	"V485"	0.0186	0.053516674
"507"	"T.cells.CD8"	"V486"	-0.188	6.84e-87
"508"	"T.cells.CD8"	"V487"	-0.137	2.93e-46
"509"	"T.cells.CD8"	"V494"	0.000502	0.958332269
"510"	"T.cells.CD8"	"V511"	0.13	5.42e-42
"511"	"T.cells.CD8"	"V516"	-0.0856	4.52e-19
"512"	"T.cells.CD8"	"V518"	-0.124	3.19e-38
"513"	"T.cells.CD8"	"V521"	-0.0055	0.566997719
"514"	"T.cells.CD8"	"V522"	0.0206	0.031906045
"515"	"T.cells.CD8"	"V523"	-0.0122	0.204921802
"516"	"T.cells.CD8"	"V540"	0.025	0.009279878
"517"	"T.cells.CD8"	"V564"	-0.051	1.1e-07
"518"	"T.cells.CD8"	"V567"	0.0785	2.87e-16
"519"	"T.cells.CD8"	"V579"	-0.0485	4.45e-07
"520"	"T.cells.CD8"	"V593"	0.0837	2.91e-18
"521"	"T.cells.CD8"	"V601"	0.0474	8.25e-07
"522"	"T.cells.CD8"	"V609"	0.0129	0.17969124
"523"	"T.cells.CD8"	"V630"	0.0521	5.95e-08
"524"	"T.cells.CD8"	"V647"	0.0569	3.14e-09
"525"	"T.cells.CD8"	"V649"	0.00556	0.562922322
"526"	"T.cells.CD8"	"V659"	0.236	2.47e-136
"527"	"T.cells.CD8"	"V661"	0.132	2.49e-43
"528"	"T.cells.CD8"	"V668"	-0.141	2.58e-49
"529"	"T.cells.CD8"	"V669"	-0.157	5.2e-61
"530"	"T.cells.CD8"	"V670"	0.0524	4.91e-08
"531"	"T.cells.CD8"	"V671"	0.355	1.12259619785465e-318
"532"	"T.cells.CD8"	"V680"	-0.0161	0.093379563
"533"	"T.cells.CD8"	"V712"	-0.0234	0.014897597
"534"	"T.cells.CD8"	"V736"	-0.0674	2.3e-12
"535"	"T.cells.CD8"	"V738"	0.35	0
"536"	"T.cells.CD8"	"V747"	-0.012	0.213719092
"537"	"T.cells.CD8"	"V754"	0.0503	1.66e-07
"538"	"T.cells.CD8"	"V756"	0.142	3.78e-50
"539"	"T.cells.CD8"	"V758"	0.011	0.251791446
"540"	"T.cells.CD8"	"V773"	-0.0567	3.52e-09
"541"	"T.cells.CD8"	"V777"	0.035	0.00027278
"542"	"T.cells.CD8"	"V786"	0.0619	1.17e-10
"543"	"T.cells.CD8"	"V788"	-0.0919	9.88e-22
"544"	"T.cells.CD8"	"V789"	-0.0534	2.82e-08
"545"	"T.cells.CD8"	"V804"	0.00926	0.335663695
"546"	"T.cells.CD8"	"V814"	-0.0519	6.5e-08
"547"	"T.cells.CD8"	"V825"	0.0982	1.42e-24
"548"	"T.cells.CD8"	"V833"	0.0956	2.21e-23
"549"	"T.cells.CD8"	"V839"	-0.179	1.77e-78
"550"	"T.cells.CD8"	"V840"	0.0885	2.86e-20
"551"	"T.cells.CD8"	"V843"	0.0843	1.54e-18
"552"	"T.cells.CD8"	"V856"	-0.0176	0.067847418
"553"	"T.cells.CD8"	"V870"	-0.122	3.46e-37
"554"	"T.cells.CD8"	"V881"	-0.087	1.27e-19
"555"	"T.cells.CD8"	"V882"	0.0185	0.054591641
"556"	"T.cells.CD8"	"V887"	0.101	9.98e-26
"557"	"T.cells.CD8"	"V888"	-0.0277	0.003904668
"558"	"T.cells.CD8"	"V895"	-0.215	7.76e-114
"559"	"T.cells.CD8"	"V896"	0.0755	3.79e-15
"560"	"T.cells.CD8"	"V898"	0.121	1.59e-36
"561"	"T.cells.CD8"	"V923"	0.0435	5.88e-06
"562"	"T.cells.CD8"	"V926"	-0.0496	2.51e-07
"563"	"T.cells.CD8"	"V946"	0.00649	0.499701944
"564"	"T.cells.CD8"	"V949"	0.082	1.36e-17
"565"	"T.cells.CD8"	"V960"	0.0311	0.001219383
"566"	"T.cells.CD8"	"V964"	-0.0101	0.293859598
"567"	"T.cells.CD8"	"V986"	0.0334	0.000503676
"568"	"T.cells.CD8"	"V1002"	-0.347	3.99e-304
"569"	"T.cells.CD8"	"V1032"	0.176	2.18e-76
"570"	"T.cells.CD8"	"V1043"	-0.0723	4.94e-14
"571"	"T.cells.CD8"	"V1061"	-0.385	0
"572"	"T.cells.CD8"	"V1064"	0.0148	0.124612625
"573"	"T.cells.CD8"	"V1069"	0.108	1.39e-29
"574"	"T.cells.CD8"	"V1108"	0.61	0
"575"	"T.cells.CD8"	"V1112"	0.0141	0.143345267
"576"	"T.cells.CD8"	"V1116"	-0.238	4.38e-139
"577"	"T.cells.CD8"	"V1117"	0.0438	5.22e-06
"578"	"T.cells.CD8"	"V1119"	0.042	1.24e-05
"579"	"T.cells.CD8"	"V1132"	-0.17	6.49e-71
"580"	"T.cells.CD8"	"V1145"	-0.157	2.28e-60
"581"	"T.cells.CD8"	"V1155"	0.000547	0.954626721
"582"	"T.cells.CD8"	"V1164"	0.136	1.02e-45
"583"	"T.cells.CD8"	"V1170"	-0.0986	8.72e-25
"584"	"T.cells.CD8"	"V1185"	0.214	1.25e-112
"585"	"T.cells.CD8"	"V1194"	0.00518	0.589954513
"586"	"T.cells.CD8"	"V1195"	-0.12	4.82e-36
"587"	"T.cells.CD8"	"V1198"	0.097	5.09e-24
"588"	"T.cells.CD8"	"V1204"	-0.172	3.46e-72
"589"	"T.cells.CD8"	"V1205"	0.185	1.04e-83
"590"	"T.cells.CD8"	"V1209"	-0.0926	4.85e-22
"591"	"T.cells.CD8"	"V1224"	-0.0682	1.21e-12
"592"	"T.cells.CD8"	"V1225"	0.00624	0.51628917
"593"	"T.cells.CD8"	"V1226"	-0.0707	1.83e-13
"594"	"T.cells.CD8"	"V1233"	-0.0986	8.59e-25
"595"	"T.cells.CD8"	"V1246"	0.0904	4.41e-21
"596"	"T.cells.CD8"	"V1254"	-0.0778	5.42e-16
"597"	"T.cells.CD8"	"V1275"	0.0915	1.52e-21
"598"	"T.cells.CD8"	"V1303"	-0.117	4.41e-34
"599"	"T.cells.CD8"	"V1313"	-0.0132	0.170523202
"600"	"T.cells.CD8"	"V1326"	0.104	1.24e-27
"601"	"T.cells.CD8"	"V1359"	0.00121	0.90002076
"602"	"T.cells.CD8"	"V1366"	-0.0785	3.03e-16
"603"	"T.cells.CD8"	"V1373"	-0.263	3.35e-171
"604"	"T.cells.CD8"	"V1378"	-0.0407	2.31e-05
"605"	"T.cells.CD4.naive"	"V2"	0.0276	0.004153457
"606"	"T.cells.CD4.naive"	"V8"	-0.0679	1.58e-12
"607"	"T.cells.CD4.naive"	"V12"	-0.106	2.82e-28
"608"	"T.cells.CD4.naive"	"V28"	-0.0101	0.294988859
"609"	"T.cells.CD4.naive"	"V36"	-0.106	2.89e-28
"610"	"T.cells.CD4.naive"	"V46"	0.0833	4.09e-18
"611"	"T.cells.CD4.naive"	"V55"	-0.0774	7.51e-16
"612"	"T.cells.CD4.naive"	"V63"	0.148	6.42e-54
"613"	"T.cells.CD4.naive"	"V67"	0.0756	3.52e-15
"614"	"T.cells.CD4.naive"	"V82"	0.0317	0.00098314
"615"	"T.cells.CD4.naive"	"V116"	0.00194	0.840216223
"616"	"T.cells.CD4.naive"	"V131"	-0.0135	0.15921937
"617"	"T.cells.CD4.naive"	"V139"	0.0356	0.000216544
"618"	"T.cells.CD4.naive"	"V143"	-0.0551	9.98e-09
"619"	"T.cells.CD4.naive"	"V146"	0.0667	3.78e-12
"620"	"T.cells.CD4.naive"	"V148"	-0.138	6.18e-47
"621"	"T.cells.CD4.naive"	"V163"	0.0403	2.72e-05
"622"	"T.cells.CD4.naive"	"V169"	-0.0738	1.55e-14
"623"	"T.cells.CD4.naive"	"V207"	-0.145	5.57e-52
"624"	"T.cells.CD4.naive"	"V215"	0.142	7.01e-50
"625"	"T.cells.CD4.naive"	"V220"	-0.0498	2.23e-07
"626"	"T.cells.CD4.naive"	"V240"	0.0516	7.83e-08
"627"	"T.cells.CD4.naive"	"V252"	-0.00634	0.509381879
"628"	"T.cells.CD4.naive"	"V253"	0.00586	0.542326688
"629"	"T.cells.CD4.naive"	"V257"	-0.0304	0.00154674
"630"	"T.cells.CD4.naive"	"V269"	0.0329	0.000618715
"631"	"T.cells.CD4.naive"	"V271"	0.127	3.69e-40
"632"	"T.cells.CD4.naive"	"V286"	-0.106	1.57e-28
"633"	"T.cells.CD4.naive"	"V291"	0.0528	3.88e-08
"634"	"T.cells.CD4.naive"	"V295"	0.0738	1.51e-14
"635"	"T.cells.CD4.naive"	"V305"	0.115	3.06e-33
"636"	"T.cells.CD4.naive"	"V336"	-0.00467	0.627335585
"637"	"T.cells.CD4.naive"	"V342"	-0.0131	0.172369
"638"	"T.cells.CD4.naive"	"V352"	0.0211	0.028206444
"639"	"T.cells.CD4.naive"	"V357"	-0.114	7.18e-33
"640"	"T.cells.CD4.naive"	"V360"	0.00726	0.44997682
"641"	"T.cells.CD4.naive"	"V366"	-0.00977	0.309719055
"642"	"T.cells.CD4.naive"	"V373"	-0.0551	9.5e-09
"643"	"T.cells.CD4.naive"	"V394"	0.133	1.31e-43
"644"	"T.cells.CD4.naive"	"V405"	-0.0453	2.48e-06
"645"	"T.cells.CD4.naive"	"V413"	0.0632	4.69e-11
"646"	"T.cells.CD4.naive"	"V425"	-0.105	8.92e-28
"647"	"T.cells.CD4.naive"	"V426"	0.0276	0.004091334
"648"	"T.cells.CD4.naive"	"V442"	0.0115	0.230760896
"649"	"T.cells.CD4.naive"	"V451"	0.0021	0.827252771
"650"	"T.cells.CD4.naive"	"V455"	-0.116	5.51e-34
"651"	"T.cells.CD4.naive"	"V458"	-0.00765	0.426109767
"652"	"T.cells.CD4.naive"	"V464"	0.0745	8.9e-15
"653"	"T.cells.CD4.naive"	"V466"	0.1	1.1e-25
"654"	"T.cells.CD4.naive"	"V467"	0.026	0.006919002
"655"	"T.cells.CD4.naive"	"V479"	0.09	6.43e-21
"656"	"T.cells.CD4.naive"	"V482"	-0.149	4.75e-55
"657"	"T.cells.CD4.naive"	"V485"	-0.00908	0.34492284
"658"	"T.cells.CD4.naive"	"V486"	0.000538	0.955388701
"659"	"T.cells.CD4.naive"	"V487"	-0.0793	1.47e-16
"660"	"T.cells.CD4.naive"	"V494"	0.0685	9.92e-13
"661"	"T.cells.CD4.naive"	"V511"	0.0544	1.48e-08
"662"	"T.cells.CD4.naive"	"V516"	0.143	3.44e-50
"663"	"T.cells.CD4.naive"	"V518"	-0.0564	4.45e-09
"664"	"T.cells.CD4.naive"	"V521"	-0.0693	5.54e-13
"665"	"T.cells.CD4.naive"	"V522"	-0.0459	1.79e-06
"666"	"T.cells.CD4.naive"	"V523"	-0.14	1.23e-48
"667"	"T.cells.CD4.naive"	"V540"	0.0863	2.35e-19
"668"	"T.cells.CD4.naive"	"V564"	0.127	6.21e-40
"669"	"T.cells.CD4.naive"	"V567"	0.0274	0.00433586
"670"	"T.cells.CD4.naive"	"V579"	-0.046	1.68e-06
"671"	"T.cells.CD4.naive"	"V593"	0.0437	5.54e-06
"672"	"T.cells.CD4.naive"	"V601"	-0.135	1.81e-45
"673"	"T.cells.CD4.naive"	"V609"	-0.0913	1.81e-21
"674"	"T.cells.CD4.naive"	"V630"	-0.0457	1.97e-06
"675"	"T.cells.CD4.naive"	"V647"	0.0417	1.41e-05
"676"	"T.cells.CD4.naive"	"V649"	0.0843	1.55e-18
"677"	"T.cells.CD4.naive"	"V659"	-0.00929	0.334156154
"678"	"T.cells.CD4.naive"	"V661"	0.075	5.75e-15
"679"	"T.cells.CD4.naive"	"V668"	0.0488	3.81e-07
"680"	"T.cells.CD4.naive"	"V669"	0.00772	0.422021727
"681"	"T.cells.CD4.naive"	"V670"	0.0317	0.000962326
"682"	"T.cells.CD4.naive"	"V671"	-0.0186	0.052849186
"683"	"T.cells.CD4.naive"	"V680"	0.151	3.88e-56
"684"	"T.cells.CD4.naive"	"V712"	0.0173	0.071853101
"685"	"T.cells.CD4.naive"	"V736"	0.076	2.44e-15
"686"	"T.cells.CD4.naive"	"V738"	-0.0711	1.35e-13
"687"	"T.cells.CD4.naive"	"V747"	0.0947	5.35e-23
"688"	"T.cells.CD4.naive"	"V754"	0.0718	7.5e-14
"689"	"T.cells.CD4.naive"	"V756"	0.0189	0.049760851
"690"	"T.cells.CD4.naive"	"V758"	-0.0998	2.37e-25
"691"	"T.cells.CD4.naive"	"V773"	0.086	3.15e-19
"692"	"T.cells.CD4.naive"	"V777"	0.0423	1.1e-05
"693"	"T.cells.CD4.naive"	"V786"	-0.075	5.49e-15
"694"	"T.cells.CD4.naive"	"V788"	0.111	3.11e-31
"695"	"T.cells.CD4.naive"	"V789"	0.159	7.69e-62
"696"	"T.cells.CD4.naive"	"V804"	-0.0214	0.026006647
"697"	"T.cells.CD4.naive"	"V814"	-0.0911	2.29e-21
"698"	"T.cells.CD4.naive"	"V825"	-0.147	2.41e-53
"699"	"T.cells.CD4.naive"	"V833"	-0.0108	0.262046495
"700"	"T.cells.CD4.naive"	"V839"	0.0733	2.23e-14
"701"	"T.cells.CD4.naive"	"V840"	0.0691	6.43e-13
"702"	"T.cells.CD4.naive"	"V843"	-0.151	5.84e-56
"703"	"T.cells.CD4.naive"	"V856"	-0.0297	0.002017614
"704"	"T.cells.CD4.naive"	"V870"	0.05	1.92e-07
"705"	"T.cells.CD4.naive"	"V881"	0.181	5.62e-80
"706"	"T.cells.CD4.naive"	"V882"	-0.00521	0.5877896
"707"	"T.cells.CD4.naive"	"V887"	-0.091	2.57e-21
"708"	"T.cells.CD4.naive"	"V888"	-0.00587	0.541276088
"709"	"T.cells.CD4.naive"	"V895"	-0.0141	0.142642535
"710"	"T.cells.CD4.naive"	"V896"	-0.0535	2.61e-08
"711"	"T.cells.CD4.naive"	"V898"	0.0277	0.004027351
"712"	"T.cells.CD4.naive"	"V923"	0.116	9.31e-34
"713"	"T.cells.CD4.naive"	"V926"	0.0503	1.62e-07
"714"	"T.cells.CD4.naive"	"V946"	0.134	1.49e-44
"715"	"T.cells.CD4.naive"	"V949"	0.0389	5.31e-05
"716"	"T.cells.CD4.naive"	"V960"	-0.0288	0.002777073
"717"	"T.cells.CD4.naive"	"V964"	0.0926	4.92e-22
"718"	"T.cells.CD4.naive"	"V986"	-0.174	3.75e-74
"719"	"T.cells.CD4.naive"	"V1002"	0.11	2.27e-30
"720"	"T.cells.CD4.naive"	"V1032"	-0.0806	4.49e-17
"721"	"T.cells.CD4.naive"	"V1043"	-0.0725	4.55e-14
"722"	"T.cells.CD4.naive"	"V1061"	0.121	1.14e-36
"723"	"T.cells.CD4.naive"	"V1064"	0.177	8.57e-77
"724"	"T.cells.CD4.naive"	"V1069"	-0.0654	9.61e-12
"725"	"T.cells.CD4.naive"	"V1108"	-0.0211	0.028568515
"726"	"T.cells.CD4.naive"	"V1112"	0.0248	0.009796025
"727"	"T.cells.CD4.naive"	"V1116"	0.0751	5.43e-15
"728"	"T.cells.CD4.naive"	"V1117"	0.0659	6.82e-12
"729"	"T.cells.CD4.naive"	"V1119"	0.0208	0.030859203
"730"	"T.cells.CD4.naive"	"V1132"	0.0494	2.73e-07
"731"	"T.cells.CD4.naive"	"V1145"	-0.0292	0.002423304
"732"	"T.cells.CD4.naive"	"V1155"	0.0197	0.040420539
"733"	"T.cells.CD4.naive"	"V1164"	0.0489	3.53e-07
"734"	"T.cells.CD4.naive"	"V1170"	0.00442	0.64553344
"735"	"T.cells.CD4.naive"	"V1185"	0.0422	1.16e-05
"736"	"T.cells.CD4.naive"	"V1194"	-0.132	4.49e-43
"737"	"T.cells.CD4.naive"	"V1195"	-0.0416	1.48e-05
"738"	"T.cells.CD4.naive"	"V1198"	0.0906	3.69e-21
"739"	"T.cells.CD4.naive"	"V1204"	0.0657	7.88e-12
"740"	"T.cells.CD4.naive"	"V1205"	0.0321	0.000854485
"741"	"T.cells.CD4.naive"	"V1209"	-0.0222	0.020841647
"742"	"T.cells.CD4.naive"	"V1224"	-0.00316	0.742834408
"743"	"T.cells.CD4.naive"	"V1225"	-0.0666	4.18e-12
"744"	"T.cells.CD4.naive"	"V1226"	-0.104	1.38e-27
"745"	"T.cells.CD4.naive"	"V1233"	0.0193	0.044886048
"746"	"T.cells.CD4.naive"	"V1246"	0.0277	0.003951246
"747"	"T.cells.CD4.naive"	"V1254"	0.101	4.56e-26
"748"	"T.cells.CD4.naive"	"V1275"	-0.0564	4.27e-09
"749"	"T.cells.CD4.naive"	"V1303"	0.0181	0.060138561
"750"	"T.cells.CD4.naive"	"V1313"	0.0372	0.000107136
"751"	"T.cells.CD4.naive"	"V1326"	0.108	1.31e-29
"752"	"T.cells.CD4.naive"	"V1359"	-0.0189	0.048865143
"753"	"T.cells.CD4.naive"	"V1366"	-0.062	1.07e-10
"754"	"T.cells.CD4.naive"	"V1373"	0.00597	0.534661617
"755"	"T.cells.CD4.naive"	"V1378"	0.0546	1.36e-08
"756"	"T.cells.CD4.memory.resting"	"V2"	-0.262	4.12e-169
"757"	"T.cells.CD4.memory.resting"	"V8"	0.0682	1.24e-12
"758"	"T.cells.CD4.memory.resting"	"V12"	-0.0558	6.54e-09
"759"	"T.cells.CD4.memory.resting"	"V28"	-0.0497	2.3e-07
"760"	"T.cells.CD4.memory.resting"	"V36"	0.151	4.62e-56
"761"	"T.cells.CD4.memory.resting"	"V46"	0.0847	1.11e-18
"762"	"T.cells.CD4.memory.resting"	"V55"	0.0206	0.03238371
"763"	"T.cells.CD4.memory.resting"	"V63"	-0.183	3.83e-82
"764"	"T.cells.CD4.memory.resting"	"V67"	0.0161	0.093208599
"765"	"T.cells.CD4.memory.resting"	"V82"	0.0777	5.91e-16
"766"	"T.cells.CD4.memory.resting"	"V116"	-0.124	1.3e-38
"767"	"T.cells.CD4.memory.resting"	"V131"	-0.495	0
"768"	"T.cells.CD4.memory.resting"	"V139"	-0.0371	0.000115801
"769"	"T.cells.CD4.memory.resting"	"V143"	0.335	1.44e-281
"770"	"T.cells.CD4.memory.resting"	"V146"	0.417	0
"771"	"T.cells.CD4.memory.resting"	"V148"	0.417	0
"772"	"T.cells.CD4.memory.resting"	"V163"	-0.0379	8e-05
"773"	"T.cells.CD4.memory.resting"	"V169"	0.0266	0.005580573
"774"	"T.cells.CD4.memory.resting"	"V207"	0.249	1.54e-152
"775"	"T.cells.CD4.memory.resting"	"V215"	-0.0892	1.43e-20
"776"	"T.cells.CD4.memory.resting"	"V220"	0.14	1.12e-48
"777"	"T.cells.CD4.memory.resting"	"V240"	-0.0173	0.072140308
"778"	"T.cells.CD4.memory.resting"	"V252"	0.0256	0.007832698
"779"	"T.cells.CD4.memory.resting"	"V253"	0.171	7.04e-72
"780"	"T.cells.CD4.memory.resting"	"V257"	0.148	8.33e-54
"781"	"T.cells.CD4.memory.resting"	"V269"	-0.092	9.32e-22
"782"	"T.cells.CD4.memory.resting"	"V271"	-0.158	4.86e-61
"783"	"T.cells.CD4.memory.resting"	"V286"	0.0796	1.08e-16
"784"	"T.cells.CD4.memory.resting"	"V291"	0.0421	1.21e-05
"785"	"T.cells.CD4.memory.resting"	"V295"	0.00978	0.308918204
"786"	"T.cells.CD4.memory.resting"	"V305"	-0.0593	6.89e-10
"787"	"T.cells.CD4.memory.resting"	"V336"	0.0944	7.4e-23
"788"	"T.cells.CD4.memory.resting"	"V342"	-0.00658	0.493960348
"789"	"T.cells.CD4.memory.resting"	"V352"	0.017	0.077894853
"790"	"T.cells.CD4.memory.resting"	"V357"	0.378	0
"791"	"T.cells.CD4.memory.resting"	"V360"	-0.407	0
"792"	"T.cells.CD4.memory.resting"	"V366"	0.126	8.5e-40
"793"	"T.cells.CD4.memory.resting"	"V373"	0.0532	3e-08
"794"	"T.cells.CD4.memory.resting"	"V394"	-0.295	5.04e-216
"795"	"T.cells.CD4.memory.resting"	"V405"	0.127	4e-40
"796"	"T.cells.CD4.memory.resting"	"V413"	-0.0122	0.203618073
"797"	"T.cells.CD4.memory.resting"	"V425"	0.154	4.7e-58
"798"	"T.cells.CD4.memory.resting"	"V426"	-0.0096	0.318145075
"799"	"T.cells.CD4.memory.resting"	"V442"	-0.0141	0.141754958
"800"	"T.cells.CD4.memory.resting"	"V451"	-0.158	2.24e-61
"801"	"T.cells.CD4.memory.resting"	"V455"	0.348	1.86e-305
"802"	"T.cells.CD4.memory.resting"	"V458"	0.336	1.84e-284
"803"	"T.cells.CD4.memory.resting"	"V464"	-0.114	1.83e-32
"804"	"T.cells.CD4.memory.resting"	"V466"	-0.234	8.11e-135
"805"	"T.cells.CD4.memory.resting"	"V467"	0.0632	4.62e-11
"806"	"T.cells.CD4.memory.resting"	"V479"	-0.119	1.64e-35
"807"	"T.cells.CD4.memory.resting"	"V482"	0.0941	1.01e-22
"808"	"T.cells.CD4.memory.resting"	"V485"	0.18	1.99e-79
"809"	"T.cells.CD4.memory.resting"	"V486"	-0.141	7.78e-49
"810"	"T.cells.CD4.memory.resting"	"V487"	-0.0471	9.77e-07
"811"	"T.cells.CD4.memory.resting"	"V494"	-0.0641	2.52e-11
"812"	"T.cells.CD4.memory.resting"	"V511"	0.0695	4.63e-13
"813"	"T.cells.CD4.memory.resting"	"V516"	-0.243	1.24e-145
"814"	"T.cells.CD4.memory.resting"	"V518"	-0.0243	0.011412196
"815"	"T.cells.CD4.memory.resting"	"V521"	0.149	4.45e-55
"816"	"T.cells.CD4.memory.resting"	"V522"	0.203	3.26e-101
"817"	"T.cells.CD4.memory.resting"	"V523"	0.284	1.08e-199
"818"	"T.cells.CD4.memory.resting"	"V540"	-0.0291	0.002503778
"819"	"T.cells.CD4.memory.resting"	"V564"	-0.11	2.43e-30
"820"	"T.cells.CD4.memory.resting"	"V567"	-0.049	3.49e-07
"821"	"T.cells.CD4.memory.resting"	"V579"	-0.0243	0.011379331
"822"	"T.cells.CD4.memory.resting"	"V593"	0.229	2.1e-128
"823"	"T.cells.CD4.memory.resting"	"V601"	0.311	9.93e-242
"824"	"T.cells.CD4.memory.resting"	"V609"	-0.00324	0.736162232
"825"	"T.cells.CD4.memory.resting"	"V630"	-0.193	3.02e-91
"826"	"T.cells.CD4.memory.resting"	"V647"	-0.146	1.55e-52
"827"	"T.cells.CD4.memory.resting"	"V649"	-0.211	8.79e-109
"828"	"T.cells.CD4.memory.resting"	"V659"	-0.0138	0.150812946
"829"	"T.cells.CD4.memory.resting"	"V661"	-0.067	3.05e-12
"830"	"T.cells.CD4.memory.resting"	"V668"	-0.00484	0.615034807
"831"	"T.cells.CD4.memory.resting"	"V669"	-0.0547	1.24e-08
"832"	"T.cells.CD4.memory.resting"	"V670"	0.117	5.25e-34
"833"	"T.cells.CD4.memory.resting"	"V671"	0.154	1.71e-58
"834"	"T.cells.CD4.memory.resting"	"V680"	-0.0443	4.02e-06
"835"	"T.cells.CD4.memory.resting"	"V712"	-0.0175	0.068095295
"836"	"T.cells.CD4.memory.resting"	"V736"	-0.12	5.75e-36
"837"	"T.cells.CD4.memory.resting"	"V738"	0.276	1.14e-188
"838"	"T.cells.CD4.memory.resting"	"V747"	0.000541	0.955157742
"839"	"T.cells.CD4.memory.resting"	"V754"	0.103	1.16e-26
"840"	"T.cells.CD4.memory.resting"	"V756"	0.188	1.2e-86
"841"	"T.cells.CD4.memory.resting"	"V758"	0.172	1.69e-72
"842"	"T.cells.CD4.memory.resting"	"V773"	-0.0888	2.12e-20
"843"	"T.cells.CD4.memory.resting"	"V777"	-0.159	2.15e-62
"844"	"T.cells.CD4.memory.resting"	"V786"	0.174	2.67e-74
"845"	"T.cells.CD4.memory.resting"	"V788"	-0.219	7.18e-118
"846"	"T.cells.CD4.memory.resting"	"V789"	-0.182	3.1e-81
"847"	"T.cells.CD4.memory.resting"	"V804"	-0.0244	0.01110532
"848"	"T.cells.CD4.memory.resting"	"V814"	0.092	8.83e-22
"849"	"T.cells.CD4.memory.resting"	"V825"	0.204	3.21e-102
"850"	"T.cells.CD4.memory.resting"	"V833"	-0.221	2.9e-120
"851"	"T.cells.CD4.memory.resting"	"V839"	-0.0906	3.74e-21
"852"	"T.cells.CD4.memory.resting"	"V840"	0.0858	3.83e-19
"853"	"T.cells.CD4.memory.resting"	"V843"	0.149	4.59e-55
"854"	"T.cells.CD4.memory.resting"	"V856"	0.0202	0.035524337
