"IMMUNE_CELLTYPE"	"TC"	"Correlation"	"PValue"	"mTC"
"422"	"Plasma.cells"	"V1069"	-0.0364	0.000154173	6
"423"	"Plasma.cells"	"V1108"	0.0737	1.67e-14	7
"424"	"Plasma.cells"	"V1112"	-0.0432	7.13e-06	8
"425"	"Plasma.cells"	"V1116"	-0.00208	0.828981342	9
"426"	"Plasma.cells"	"V1117"	-0.0378	8.26e-05	10
"427"	"Plasma.cells"	"V1119"	-0.0574	2.31e-09	11
"428"	"Plasma.cells"	"V1132"	-0.101	8.32e-26	12
"429"	"Plasma.cells"	"V1145"	-0.0347	0.00031274	13
"430"	"Plasma.cells"	"V1155"	0.0426	9.25e-06	14
"431"	"Plasma.cells"	"V1164"	-0.00336	0.726636513	16
"432"	"Plasma.cells"	"V1170"	0.0247	0.010149087	17
"433"	"Plasma.cells"	"V1185"	0.00174	0.85613162	18
"434"	"Plasma.cells"	"V1194"	0.0114	0.234988493	19
"435"	"Plasma.cells"	"V1195"	0.0102	0.2876374	20
"436"	"Plasma.cells"	"V1198"	-0.0192	0.046035982	21
"437"	"Plasma.cells"	"V1204"	-0.00643	0.503603941	23
"438"	"Plasma.cells"	"V1205"	0.0319	0.000922657	24
"439"	"Plasma.cells"	"V1209"	-0.0227	0.018293646	25
"440"	"Plasma.cells"	"V1224"	-0.0515	8.48e-08	26
"441"	"Plasma.cells"	"V1225"	0.0474	8.14e-07	27
"442"	"Plasma.cells"	"V1226"	0.024	0.012446422	28
"443"	"Plasma.cells"	"V1233"	-0.011	0.253342165	29
"444"	"Plasma.cells"	"V1246"	-0.0694	4.82e-13	30
"445"	"Plasma.cells"	"V1254"	0.0482	5.24e-07	31
"446"	"Plasma.cells"	"V1275"	0.0118	0.21856096	32
"447"	"Plasma.cells"	"V1303"	-0.0936	1.72e-22	33
"448"	"Plasma.cells"	"V1313"	-0.0697	4e-13	35
"449"	"Plasma.cells"	"V1326"	-0.0646	1.81e-11	36
"450"	"Plasma.cells"	"V1359"	0.0153	0.110914479	37
"451"	"Plasma.cells"	"V1366"	0.00126	0.895744589	38
"452"	"Plasma.cells"	"V1373"	-0.0302	0.001670839	39
"453"	"Plasma.cells"	"V1378"	0.0622	9.44e-11	40
"454"	"T.cells.CD8"	"V2"	-0.158	1.2e-61	47
"455"	"T.cells.CD8"	"V8"	0.0315	0.001063279	127
"456"	"T.cells.CD8"	"V12"	-0.0462	1.51e-06	22
"457"	"T.cells.CD8"	"V28"	0.0369	0.000124933	57
"458"	"T.cells.CD8"	"V36"	0.09	6.81e-21	66
"459"	"T.cells.CD8"	"V46"	-0.14	1.39e-48	79
"460"	"T.cells.CD8"	"V55"	-0.0422	1.11e-05	96
"461"	"T.cells.CD8"	"V63"	-0.0214	0.025994777	103
"462"	"T.cells.CD8"	"V67"	-0.038	7.68e-05	111
"463"	"T.cells.CD8"	"V82"	-0.0598	4.84e-10	130
"464"	"T.cells.CD8"	"V116"	-0.0924	6.12e-22	15
"465"	"T.cells.CD8"	"V131"	-0.584	0	34
"466"	"T.cells.CD8"	"V139"	-0.0951	3.57e-23	41
"467"	"T.cells.CD8"	"V143"	0.36	0	42
"468"	"T.cells.CD8"	"V146"	0.401	0	43
"469"	"T.cells.CD8"	"V148"	0.41	0	44
"470"	"T.cells.CD8"	"V163"	-0.0578	1.81e-09	45
"471"	"T.cells.CD8"	"V169"	-0.0361	0.000169952	46
"472"	"T.cells.CD8"	"V207"	0.135	5.43e-45	48
"473"	"T.cells.CD8"	"V215"	0.0422	1.13e-05	49
"474"	"T.cells.CD8"	"V220"	0.0965	8.31e-24	50
"475"	"T.cells.CD8"	"V240"	0.0778	5.35e-16	51
"476"	"T.cells.CD8"	"V252"	-0.0704	2.32e-13	52
"477"	"T.cells.CD8"	"V253"	0.00767	0.424908351	53
"478"	"T.cells.CD8"	"V257"	0.0846	1.24e-18	54
"479"	"T.cells.CD8"	"V269"	0.0701	2.87e-13	55
"480"	"T.cells.CD8"	"V271"	-0.038	7.76e-05	56
"481"	"T.cells.CD8"	"V286"	0.0285	0.003051131	58
"482"	"T.cells.CD8"	"V291"	0.118	5.08e-35	59
"483"	"T.cells.CD8"	"V295"	0.125	9.2e-39	60
"484"	"T.cells.CD8"	"V305"	0.0126	0.190761128	61
"485"	"T.cells.CD8"	"V336"	0.0165	0.086467118	62
"486"	"T.cells.CD8"	"V342"	-0.114	7.55e-33	63
"487"	"T.cells.CD8"	"V352"	-0.103	6.06e-27	64
"488"	"T.cells.CD8"	"V357"	0.295	1.04e-216	65
"489"	"T.cells.CD8"	"V360"	-0.299	6.51e-223	67
"490"	"T.cells.CD8"	"V366"	0.0508	1.23e-07	68
"491"	"T.cells.CD8"	"V373"	-0.15	8.48e-56	69
"492"	"T.cells.CD8"	"V394"	0.0274	0.004379802	70
"493"	"T.cells.CD8"	"V405"	-0.0151	0.115534482	71
"494"	"T.cells.CD8"	"V413"	-0.0448	3.18e-06	72
"495"	"T.cells.CD8"	"V425"	0.197	6.29e-95	73
"496"	"T.cells.CD8"	"V426"	-0.212	3.84e-110	74
"497"	"T.cells.CD8"	"V442"	0.145	4.59e-52	75
"498"	"T.cells.CD8"	"V451"	-0.0361	0.000171198	76
"499"	"T.cells.CD8"	"V455"	0.499	0	77
"500"	"T.cells.CD8"	"V458"	0.209	1.09e-106	78
"501"	"T.cells.CD8"	"V464"	0.177	1.98e-76	80
"502"	"T.cells.CD8"	"V466"	0.0768	1.23e-15	81
"503"	"T.cells.CD8"	"V467"	0.0773	8.33e-16	82
"504"	"T.cells.CD8"	"V479"	-0.0437	5.57e-06	83
"505"	"T.cells.CD8"	"V482"	-0.0284	0.003168	84
"506"	"T.cells.CD8"	"V485"	0.0186	0.053516674	85
"507"	"T.cells.CD8"	"V486"	-0.188	6.84e-87	86
"508"	"T.cells.CD8"	"V487"	-0.137	2.93e-46	87
"509"	"T.cells.CD8"	"V494"	0.000502	0.958332269	88
"510"	"T.cells.CD8"	"V511"	0.13	5.42e-42	89
"511"	"T.cells.CD8"	"V516"	-0.0856	4.52e-19	90
"512"	"T.cells.CD8"	"V518"	-0.124	3.19e-38	91
"513"	"T.cells.CD8"	"V521"	-0.0055	0.566997719	92
"514"	"T.cells.CD8"	"V522"	0.0206	0.031906045	93
"515"	"T.cells.CD8"	"V523"	-0.0122	0.204921802	94
"516"	"T.cells.CD8"	"V540"	0.025	0.009279878	95
"517"	"T.cells.CD8"	"V564"	-0.051	1.1e-07	97
"518"	"T.cells.CD8"	"V567"	0.0785	2.87e-16	98
"519"	"T.cells.CD8"	"V579"	-0.0485	4.45e-07	99
"520"	"T.cells.CD8"	"V593"	0.0837	2.91e-18	100
"521"	"T.cells.CD8"	"V601"	0.0474	8.25e-07	101
"522"	"T.cells.CD8"	"V609"	0.0129	0.17969124	102
"523"	"T.cells.CD8"	"V630"	0.0521	5.95e-08	104
"524"	"T.cells.CD8"	"V647"	0.0569	3.14e-09	105
"525"	"T.cells.CD8"	"V649"	0.00556	0.562922322	106
"526"	"T.cells.CD8"	"V659"	0.236	2.47e-136	107
"527"	"T.cells.CD8"	"V661"	0.132	2.49e-43	108
"528"	"T.cells.CD8"	"V668"	-0.141	2.58e-49	109
"529"	"T.cells.CD8"	"V669"	-0.157	5.2e-61	110
"530"	"T.cells.CD8"	"V670"	0.0524	4.91e-08	112
"531"	"T.cells.CD8"	"V671"	0.355	1.12259619785465e-318	113
"532"	"T.cells.CD8"	"V680"	-0.0161	0.093379563	114
"533"	"T.cells.CD8"	"V712"	-0.0234	0.014897597	115
"534"	"T.cells.CD8"	"V736"	-0.0674	2.3e-12	116
"535"	"T.cells.CD8"	"V738"	0.35	0	117
"536"	"T.cells.CD8"	"V747"	-0.012	0.213719092	118
"537"	"T.cells.CD8"	"V754"	0.0503	1.66e-07	119
"538"	"T.cells.CD8"	"V756"	0.142	3.78e-50	120
"539"	"T.cells.CD8"	"V758"	0.011	0.251791446	121
"540"	"T.cells.CD8"	"V773"	-0.0567	3.52e-09	122
"541"	"T.cells.CD8"	"V777"	0.035	0.00027278	123
"542"	"T.cells.CD8"	"V786"	0.0619	1.17e-10	124
"543"	"T.cells.CD8"	"V788"	-0.0919	9.88e-22	125
"544"	"T.cells.CD8"	"V789"	-0.0534	2.82e-08	126
"545"	"T.cells.CD8"	"V804"	0.00926	0.335663695	128
"546"	"T.cells.CD8"	"V814"	-0.0519	6.5e-08	129
"547"	"T.cells.CD8"	"V825"	0.0982	1.42e-24	131
"548"	"T.cells.CD8"	"V833"	0.0956	2.21e-23	132
"549"	"T.cells.CD8"	"V839"	-0.179	1.77e-78	133
"550"	"T.cells.CD8"	"V840"	0.0885	2.86e-20	134
"551"	"T.cells.CD8"	"V843"	0.0843	1.54e-18	135
"552"	"T.cells.CD8"	"V856"	-0.0176	0.067847418	136
"553"	"T.cells.CD8"	"V870"	-0.122	3.46e-37	137
"554"	"T.cells.CD8"	"V881"	-0.087	1.27e-19	138
"555"	"T.cells.CD8"	"V882"	0.0185	0.054591641	139
"556"	"T.cells.CD8"	"V887"	0.101	9.98e-26	140
"557"	"T.cells.CD8"	"V888"	-0.0277	0.003904668	141
"558"	"T.cells.CD8"	"V895"	-0.215	7.76e-114	142
"559"	"T.cells.CD8"	"V896"	0.0755	3.79e-15	143
"560"	"T.cells.CD8"	"V898"	0.121	1.59e-36	144
"561"	"T.cells.CD8"	"V923"	0.0435	5.88e-06	145
"562"	"T.cells.CD8"	"V926"	-0.0496	2.51e-07	146
"563"	"T.cells.CD8"	"V946"	0.00649	0.499701944	147
"564"	"T.cells.CD8"	"V949"	0.082	1.36e-17	148
"565"	"T.cells.CD8"	"V960"	0.0311	0.001219383	149
"566"	"T.cells.CD8"	"V964"	-0.0101	0.293859598	150
"567"	"T.cells.CD8"	"V986"	0.0334	0.000503676	151
"568"	"T.cells.CD8"	"V1002"	-0.347	3.99e-304	1
"569"	"T.cells.CD8"	"V1032"	0.176	2.18e-76	2
"570"	"T.cells.CD8"	"V1043"	-0.0723	4.94e-14	3
"571"	"T.cells.CD8"	"V1061"	-0.385	0	4
"572"	"T.cells.CD8"	"V1064"	0.0148	0.124612625	5
"573"	"T.cells.CD8"	"V1069"	0.108	1.39e-29	6
"574"	"T.cells.CD8"	"V1108"	0.61	0	7
"575"	"T.cells.CD8"	"V1112"	0.0141	0.143345267	8
"576"	"T.cells.CD8"	"V1116"	-0.238	4.38e-139	9
"577"	"T.cells.CD8"	"V1117"	0.0438	5.22e-06	10
"578"	"T.cells.CD8"	"V1119"	0.042	1.24e-05	11
"579"	"T.cells.CD8"	"V1132"	-0.17	6.49e-71	12
"580"	"T.cells.CD8"	"V1145"	-0.157	2.28e-60	13
"581"	"T.cells.CD8"	"V1155"	0.000547	0.954626721	14
"582"	"T.cells.CD8"	"V1164"	0.136	1.02e-45	16
"583"	"T.cells.CD8"	"V1170"	-0.0986	8.72e-25	17
"584"	"T.cells.CD8"	"V1185"	0.214	1.25e-112	18
"585"	"T.cells.CD8"	"V1194"	0.00518	0.589954513	19
"586"	"T.cells.CD8"	"V1195"	-0.12	4.82e-36	20
"587"	"T.cells.CD8"	"V1198"	0.097	5.09e-24	21
"588"	"T.cells.CD8"	"V1204"	-0.172	3.46e-72	23
"589"	"T.cells.CD8"	"V1205"	0.185	1.04e-83	24
"590"	"T.cells.CD8"	"V1209"	-0.0926	4.85e-22	25
"591"	"T.cells.CD8"	"V1224"	-0.0682	1.21e-12	26
"592"	"T.cells.CD8"	"V1225"	0.00624	0.51628917	27
"593"	"T.cells.CD8"	"V1226"	-0.0707	1.83e-13	28
"594"	"T.cells.CD8"	"V1233"	-0.0986	8.59e-25	29
"595"	"T.cells.CD8"	"V1246"	0.0904	4.41e-21	30
"596"	"T.cells.CD8"	"V1254"	-0.0778	5.42e-16	31
"597"	"T.cells.CD8"	"V1275"	0.0915	1.52e-21	32
"598"	"T.cells.CD8"	"V1303"	-0.117	4.41e-34	33
"599"	"T.cells.CD8"	"V1313"	-0.0132	0.170523202	35
"600"	"T.cells.CD8"	"V1326"	0.104	1.24e-27	36
"601"	"T.cells.CD8"	"V1359"	0.00121	0.90002076	37
"602"	"T.cells.CD8"	"V1366"	-0.0785	3.03e-16	38
"603"	"T.cells.CD8"	"V1373"	-0.263	3.35e-171	39
"604"	"T.cells.CD8"	"V1378"	-0.0407	2.31e-05	40
"605"	"T.cells.CD4.naive"	"V2"	0.0276	0.004153457	47
"606"	"T.cells.CD4.naive"	"V8"	-0.0679	1.58e-12	127
"607"	"T.cells.CD4.naive"	"V12"	-0.106	2.82e-28	22
"608"	"T.cells.CD4.naive"	"V28"	-0.0101	0.294988859	57
"609"	"T.cells.CD4.naive"	"V36"	-0.106	2.89e-28	66
"610"	"T.cells.CD4.naive"	"V46"	0.0833	4.09e-18	79
"611"	"T.cells.CD4.naive"	"V55"	-0.0774	7.51e-16	96
"612"	"T.cells.CD4.naive"	"V63"	0.148	6.42e-54	103
"613"	"T.cells.CD4.naive"	"V67"	0.0756	3.52e-15	111
"614"	"T.cells.CD4.naive"	"V82"	0.0317	0.00098314	130
"615"	"T.cells.CD4.naive"	"V116"	0.00194	0.840216223	15
"616"	"T.cells.CD4.naive"	"V131"	-0.0135	0.15921937	34
"617"	"T.cells.CD4.naive"	"V139"	0.0356	0.000216544	41
"618"	"T.cells.CD4.naive"	"V143"	-0.0551	9.98e-09	42
"619"	"T.cells.CD4.naive"	"V146"	0.0667	3.78e-12	43
"620"	"T.cells.CD4.naive"	"V148"	-0.138	6.18e-47	44
"621"	"T.cells.CD4.naive"	"V163"	0.0403	2.72e-05	45
"622"	"T.cells.CD4.naive"	"V169"	-0.0738	1.55e-14	46
"623"	"T.cells.CD4.naive"	"V207"	-0.145	5.57e-52	48
"624"	"T.cells.CD4.naive"	"V215"	0.142	7.01e-50	49
"625"	"T.cells.CD4.naive"	"V220"	-0.0498	2.23e-07	50
"626"	"T.cells.CD4.naive"	"V240"	0.0516	7.83e-08	51
"627"	"T.cells.CD4.naive"	"V252"	-0.00634	0.509381879	52
"628"	"T.cells.CD4.naive"	"V253"	0.00586	0.542326688	53
"629"	"T.cells.CD4.naive"	"V257"	-0.0304	0.00154674	54
"630"	"T.cells.CD4.naive"	"V269"	0.0329	0.000618715	55
"631"	"T.cells.CD4.naive"	"V271"	0.127	3.69e-40	56
"632"	"T.cells.CD4.naive"	"V286"	-0.106	1.57e-28	58
"633"	"T.cells.CD4.naive"	"V291"	0.0528	3.88e-08	59
"634"	"T.cells.CD4.naive"	"V295"	0.0738	1.51e-14	60
"635"	"T.cells.CD4.naive"	"V305"	0.115	3.06e-33	61
"636"	"T.cells.CD4.naive"	"V336"	-0.00467	0.627335585	62
"637"	"T.cells.CD4.naive"	"V342"	-0.0131	0.172369	63
"638"	"T.cells.CD4.naive"	"V352"	0.0211	0.028206444	64
"639"	"T.cells.CD4.naive"	"V357"	-0.114	7.18e-33	65
"640"	"T.cells.CD4.naive"	"V360"	0.00726	0.44997682	67
"641"	"T.cells.CD4.naive"	"V366"	-0.00977	0.309719055	68
"642"	"T.cells.CD4.naive"	"V373"	-0.0551	9.5e-09	69
"643"	"T.cells.CD4.naive"	"V394"	0.133	1.31e-43	70
"644"	"T.cells.CD4.naive"	"V405"	-0.0453	2.48e-06	71
"645"	"T.cells.CD4.naive"	"V413"	0.0632	4.69e-11	72
"646"	"T.cells.CD4.naive"	"V425"	-0.105	8.92e-28	73
"647"	"T.cells.CD4.naive"	"V426"	0.0276	0.004091334	74
"648"	"T.cells.CD4.naive"	"V442"	0.0115	0.230760896	75
"649"	"T.cells.CD4.naive"	"V451"	0.0021	0.827252771	76
"650"	"T.cells.CD4.naive"	"V455"	-0.116	5.51e-34	77
"651"	"T.cells.CD4.naive"	"V458"	-0.00765	0.426109767	78
"652"	"T.cells.CD4.naive"	"V464"	0.0745	8.9e-15	80
"653"	"T.cells.CD4.naive"	"V466"	0.1	1.1e-25	81
"654"	"T.cells.CD4.naive"	"V467"	0.026	0.006919002	82
"655"	"T.cells.CD4.naive"	"V479"	0.09	6.43e-21	83
"656"	"T.cells.CD4.naive"	"V482"	-0.149	4.75e-55	84
"657"	"T.cells.CD4.naive"	"V485"	-0.00908	0.34492284	85
"658"	"T.cells.CD4.naive"	"V486"	0.000538	0.955388701	86
"659"	"T.cells.CD4.naive"	"V487"	-0.0793	1.47e-16	87
"660"	"T.cells.CD4.naive"	"V494"	0.0685	9.92e-13	88
"661"	"T.cells.CD4.naive"	"V511"	0.0544	1.48e-08	89
"662"	"T.cells.CD4.naive"	"V516"	0.143	3.44e-50	90
"663"	"T.cells.CD4.naive"	"V518"	-0.0564	4.45e-09	91
"664"	"T.cells.CD4.naive"	"V521"	-0.0693	5.54e-13	92
"665"	"T.cells.CD4.naive"	"V522"	-0.0459	1.79e-06	93
"666"	"T.cells.CD4.naive"	"V523"	-0.14	1.23e-48	94
"667"	"T.cells.CD4.naive"	"V540"	0.0863	2.35e-19	95
"668"	"T.cells.CD4.naive"	"V564"	0.127	6.21e-40	97
"669"	"T.cells.CD4.naive"	"V567"	0.0274	0.00433586	98
"670"	"T.cells.CD4.naive"	"V579"	-0.046	1.68e-06	99
"671"	"T.cells.CD4.naive"	"V593"	0.0437	5.54e-06	100
"672"	"T.cells.CD4.naive"	"V601"	-0.135	1.81e-45	101
"673"	"T.cells.CD4.naive"	"V609"	-0.0913	1.81e-21	102
"674"	"T.cells.CD4.naive"	"V630"	-0.0457	1.97e-06	104
"675"	"T.cells.CD4.naive"	"V647"	0.0417	1.41e-05	105
"676"	"T.cells.CD4.naive"	"V649"	0.0843	1.55e-18	106
"677"	"T.cells.CD4.naive"	"V659"	-0.00929	0.334156154	107
"678"	"T.cells.CD4.naive"	"V661"	0.075	5.75e-15	108
"679"	"T.cells.CD4.naive"	"V668"	0.0488	3.81e-07	109
"680"	"T.cells.CD4.naive"	"V669"	0.00772	0.422021727	110
"681"	"T.cells.CD4.naive"	"V670"	0.0317	0.000962326	112
"682"	"T.cells.CD4.naive"	"V671"	-0.0186	0.052849186	113
"683"	"T.cells.CD4.naive"	"V680"	0.151	3.88e-56	114
"684"	"T.cells.CD4.naive"	"V712"	0.0173	0.071853101	115
"685"	"T.cells.CD4.naive"	"V736"	0.076	2.44e-15	116
"686"	"T.cells.CD4.naive"	"V738"	-0.0711	1.35e-13	117
"687"	"T.cells.CD4.naive"	"V747"	0.0947	5.35e-23	118
"688"	"T.cells.CD4.naive"	"V754"	0.0718	7.5e-14	119
"689"	"T.cells.CD4.naive"	"V756"	0.0189	0.049760851	120
"690"	"T.cells.CD4.naive"	"V758"	-0.0998	2.37e-25	121
"691"	"T.cells.CD4.naive"	"V773"	0.086	3.15e-19	122
"692"	"T.cells.CD4.naive"	"V777"	0.0423	1.1e-05	123
"693"	"T.cells.CD4.naive"	"V786"	-0.075	5.49e-15	124
"694"	"T.cells.CD4.naive"	"V788"	0.111	3.11e-31	125
"695"	"T.cells.CD4.naive"	"V789"	0.159	7.69e-62	126
"696"	"T.cells.CD4.naive"	"V804"	-0.0214	0.026006647	128
"697"	"T.cells.CD4.naive"	"V814"	-0.0911	2.29e-21	129
"698"	"T.cells.CD4.naive"	"V825"	-0.147	2.41e-53	131
"699"	"T.cells.CD4.naive"	"V833"	-0.0108	0.262046495	132
"700"	"T.cells.CD4.naive"	"V839"	0.0733	2.23e-14	133
"701"	"T.cells.CD4.naive"	"V840"	0.0691	6.43e-13	134
"702"	"T.cells.CD4.naive"	"V843"	-0.151	5.84e-56	135
"703"	"T.cells.CD4.naive"	"V856"	-0.0297	0.002017614	136
"704"	"T.cells.CD4.naive"	"V870"	0.05	1.92e-07	137
"705"	"T.cells.CD4.naive"	"V881"	0.181	5.62e-80	138
"706"	"T.cells.CD4.naive"	"V882"	-0.00521	0.5877896	139
"707"	"T.cells.CD4.naive"	"V887"	-0.091	2.57e-21	140
"708"	"T.cells.CD4.naive"	"V888"	-0.00587	0.541276088	141
"709"	"T.cells.CD4.naive"	"V895"	-0.0141	0.142642535	142
"710"	"T.cells.CD4.naive"	"V896"	-0.0535	2.61e-08	143
"711"	"T.cells.CD4.naive"	"V898"	0.0277	0.004027351	144
"712"	"T.cells.CD4.naive"	"V923"	0.116	9.31e-34	145
"713"	"T.cells.CD4.naive"	"V926"	0.0503	1.62e-07	146
"714"	"T.cells.CD4.naive"	"V946"	0.134	1.49e-44	147
"715"	"T.cells.CD4.naive"	"V949"	0.0389	5.31e-05	148
"716"	"T.cells.CD4.naive"	"V960"	-0.0288	0.002777073	149
"717"	"T.cells.CD4.naive"	"V964"	0.0926	4.92e-22	150
"718"	"T.cells.CD4.naive"	"V986"	-0.174	3.75e-74	151
"719"	"T.cells.CD4.naive"	"V1002"	0.11	2.27e-30	1
"720"	"T.cells.CD4.naive"	"V1032"	-0.0806	4.49e-17	2
"721"	"T.cells.CD4.naive"	"V1043"	-0.0725	4.55e-14	3
"722"	"T.cells.CD4.naive"	"V1061"	0.121	1.14e-36	4
"723"	"T.cells.CD4.naive"	"V1064"	0.177	8.57e-77	5
"724"	"T.cells.CD4.naive"	"V1069"	-0.0654	9.61e-12	6
"725"	"T.cells.CD4.naive"	"V1108"	-0.0211	0.028568515	7
"726"	"T.cells.CD4.naive"	"V1112"	0.0248	0.009796025	8
"727"	"T.cells.CD4.naive"	"V1116"	0.0751	5.43e-15	9
"728"	"T.cells.CD4.naive"	"V1117"	0.0659	6.82e-12	10
"729"	"T.cells.CD4.naive"	"V1119"	0.0208	0.030859203	11
"730"	"T.cells.CD4.naive"	"V1132"	0.0494	2.73e-07	12
"731"	"T.cells.CD4.naive"	"V1145"	-0.0292	0.002423304	13
"732"	"T.cells.CD4.naive"	"V1155"	0.0197	0.040420539	14
"733"	"T.cells.CD4.naive"	"V1164"	0.0489	3.53e-07	16
"734"	"T.cells.CD4.naive"	"V1170"	0.00442	0.64553344	17
"735"	"T.cells.CD4.naive"	"V1185"	0.0422	1.16e-05	18
"736"	"T.cells.CD4.naive"	"V1194"	-0.132	4.49e-43	19
"737"	"T.cells.CD4.naive"	"V1195"	-0.0416	1.48e-05	20
"738"	"T.cells.CD4.naive"	"V1198"	0.0906	3.69e-21	21
"739"	"T.cells.CD4.naive"	"V1204"	0.0657	7.88e-12	23
"740"	"T.cells.CD4.naive"	"V1205"	0.0321	0.000854485	24
"741"	"T.cells.CD4.naive"	"V1209"	-0.0222	0.020841647	25
"742"	"T.cells.CD4.naive"	"V1224"	-0.00316	0.742834408	26
"743"	"T.cells.CD4.naive"	"V1225"	-0.0666	4.18e-12	27
"744"	"T.cells.CD4.naive"	"V1226"	-0.104	1.38e-27	28
"745"	"T.cells.CD4.naive"	"V1233"	0.0193	0.044886048	29
"746"	"T.cells.CD4.naive"	"V1246"	0.0277	0.003951246	30
"747"	"T.cells.CD4.naive"	"V1254"	0.101	4.56e-26	31
"748"	"T.cells.CD4.naive"	"V1275"	-0.0564	4.27e-09	32
"749"	"T.cells.CD4.naive"	"V1303"	0.0181	0.060138561	33
"750"	"T.cells.CD4.naive"	"V1313"	0.0372	0.000107136	35
"751"	"T.cells.CD4.naive"	"V1326"	0.108	1.31e-29	36
"752"	"T.cells.CD4.naive"	"V1359"	-0.0189	0.048865143	37
"753"	"T.cells.CD4.naive"	"V1366"	-0.062	1.07e-10	38
"754"	"T.cells.CD4.naive"	"V1373"	0.00597	0.534661617	39
"755"	"T.cells.CD4.naive"	"V1378"	0.0546	1.36e-08	40
"756"	"T.cells.CD4.memory.resting"	"V2"	-0.262	4.12e-169	47
"757"	"T.cells.CD4.memory.resting"	"V8"	0.0682	1.24e-12	127
"758"	"T.cells.CD4.memory.resting"	"V12"	-0.0558	6.54e-09	22
"759"	"T.cells.CD4.memory.resting"	"V28"	-0.0497	2.3e-07	57
"760"	"T.cells.CD4.memory.resting"	"V36"	0.151	4.62e-56	66
"761"	"T.cells.CD4.memory.resting"	"V46"	0.0847	1.11e-18	79
"762"	"T.cells.CD4.memory.resting"	"V55"	0.0206	0.03238371	96
"763"	"T.cells.CD4.memory.resting"	"V63"	-0.183	3.83e-82	103
"764"	"T.cells.CD4.memory.resting"	"V67"	0.0161	0.093208599	111
"765"	"T.cells.CD4.memory.resting"	"V82"	0.0777	5.91e-16	130
"766"	"T.cells.CD4.memory.resting"	"V116"	-0.124	1.3e-38	15
"767"	"T.cells.CD4.memory.resting"	"V131"	-0.495	0	34
"768"	"T.cells.CD4.memory.resting"	"V139"	-0.0371	0.000115801	41
"769"	"T.cells.CD4.memory.resting"	"V143"	0.335	1.44e-281	42
"770"	"T.cells.CD4.memory.resting"	"V146"	0.417	0	43
"771"	"T.cells.CD4.memory.resting"	"V148"	0.417	0	44
"772"	"T.cells.CD4.memory.resting"	"V163"	-0.0379	8e-05	45
"773"	"T.cells.CD4.memory.resting"	"V169"	0.0266	0.005580573	46
"774"	"T.cells.CD4.memory.resting"	"V207"	0.249	1.54e-152	48
"775"	"T.cells.CD4.memory.resting"	"V215"	-0.0892	1.43e-20	49
"776"	"T.cells.CD4.memory.resting"	"V220"	0.14	1.12e-48	50
"777"	"T.cells.CD4.memory.resting"	"V240"	-0.0173	0.072140308	51
"778"	"T.cells.CD4.memory.resting"	"V252"	0.0256	0.007832698	52
"779"	"T.cells.CD4.memory.resting"	"V253"	0.171	7.04e-72	53
"780"	"T.cells.CD4.memory.resting"	"V257"	0.148	8.33e-54	54
"781"	"T.cells.CD4.memory.resting"	"V269"	-0.092	9.32e-22	55
"782"	"T.cells.CD4.memory.resting"	"V271"	-0.158	4.86e-61	56
"783"	"T.cells.CD4.memory.resting"	"V286"	0.0796	1.08e-16	58
"784"	"T.cells.CD4.memory.resting"	"V291"	0.0421	1.21e-05	59
"785"	"T.cells.CD4.memory.resting"	"V295"	0.00978	0.308918204	60
"786"	"T.cells.CD4.memory.resting"	"V305"	-0.0593	6.89e-10	61
"787"	"T.cells.CD4.memory.resting"	"V336"	0.0944	7.4e-23	62
"788"	"T.cells.CD4.memory.resting"	"V342"	-0.00658	0.493960348	63
"789"	"T.cells.CD4.memory.resting"	"V352"	0.017	0.077894853	64
"790"	"T.cells.CD4.memory.resting"	"V357"	0.378	0	65
"791"	"T.cells.CD4.memory.resting"	"V360"	-0.407	0	67
"792"	"T.cells.CD4.memory.resting"	"V366"	0.126	8.5e-40	68
"793"	"T.cells.CD4.memory.resting"	"V373"	0.0532	3e-08	69
"794"	"T.cells.CD4.memory.resting"	"V394"	-0.295	5.04e-216	70
"795"	"T.cells.CD4.memory.resting"	"V405"	0.127	4e-40	71
"796"	"T.cells.CD4.memory.resting"	"V413"	-0.0122	0.203618073	72
"797"	"T.cells.CD4.memory.resting"	"V425"	0.154	4.7e-58	73
"798"	"T.cells.CD4.memory.resting"	"V426"	-0.0096	0.318145075	74
"799"	"T.cells.CD4.memory.resting"	"V442"	-0.0141	0.141754958	75
"800"	"T.cells.CD4.memory.resting"	"V451"	-0.158	2.24e-61	76
"801"	"T.cells.CD4.memory.resting"	"V455"	0.348	1.86e-305	77
"802"	"T.cells.CD4.memory.resting"	"V458"	0.336	1.84e-284	78
"803"	"T.cells.CD4.memory.resting"	"V464"	-0.114	1.83e-32	80
"804"	"T.cells.CD4.memory.resting"	"V466"	-0.234	8.11e-135	81
"805"	"T.cells.CD4.memory.resting"	"V467"	0.0632	4.62e-11	82
"806"	"T.cells.CD4.memory.resting"	"V479"	-0.119	1.64e-35	83
"807"	"T.cells.CD4.memory.resting"	"V482"	0.0941	1.01e-22	84
"808"	"T.cells.CD4.memory.resting"	"V485"	0.18	1.99e-79	85
"809"	"T.cells.CD4.memory.resting"	"V486"	-0.141	7.78e-49	86
"810"	"T.cells.CD4.memory.resting"	"V487"	-0.0471	9.77e-07	87
