"DRUG_NAME"	"TC"	"Correlation"	"PValue"	"Compound..code.or.generic.name."	"Compound..brand.name."	"Target.s."	"Mechanism.of.action"	"Class"	"Highest.Phase"	"Organization"	"mTC"
"136"	13	"V102"	0.22013538	9.92e-07	"Panobinostat  "	"Faridak "	"HDAC"	"Histone Deacetylase (HDAC) Inhibitor"	"Other targeted therapies"	"Pre-Registered"	"Novartis"	3
"137"	13	"V170"	0.219516267	1.07e-06	"Panobinostat  "	"Faridak "	"HDAC"	"Histone Deacetylase (HDAC) Inhibitor"	"Other targeted therapies"	"Pre-Registered"	"Novartis"	22
"138"	15	"V341"	-0.219240424	5.92e-06	"PD-0332991 "	""	"CDK4/6"	"CDK4/6 Inhibitor"	"Kinase inhibitor"	"Phase II"	"Pfizer "	78
"139"	13	"V85"	-0.218971959	1.13e-06	"Panobinostat  "	"Faridak "	"HDAC"	"Histone Deacetylase (HDAC) Inhibitor"	"Other targeted therapies"	"Pre-Registered"	"Novartis"	130
"140"	14	"V332"	-0.218476326	1.09e-06	"PD-0325901"	""	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Discontinued"	"Pfizer "	77
"141"	13	"V346"	-0.218175498	1.24e-06	"Panobinostat  "	"Faridak "	"HDAC"	"Histone Deacetylase (HDAC) Inhibitor"	"Other targeted therapies"	"Pre-Registered"	"Novartis"	80
"142"	16	"V341"	-0.216924088	1.3e-06	"PF-2341066"	"Crizotinib"	"c-MET, ALK"	"c-MET and ALK Inhibitor"	"Kinase inhibitor"	"Launched-2011"	"Pfizer "	78
"143"	15	"V2"	0.215728031	8.38e-06	"PD-0332991 "	""	"CDK4/6"	"CDK4/6 Inhibitor"	"Kinase inhibitor"	"Phase II"	"Pfizer "	37
"144"	15	"V462"	-0.215465853	8.6e-06	"PD-0332991 "	""	"CDK4/6"	"CDK4/6 Inhibitor"	"Kinase inhibitor"	"Phase II"	"Pfizer "	118
"145"	15	"V281"	0.215310096	8.73e-06	"PD-0332991 "	""	"CDK4/6"	"CDK4/6 Inhibitor"	"Kinase inhibitor"	"Phase II"	"Pfizer "	62
"146"	17	"V9"	0.214753262	1.7e-06	"PHA-665752"	""	"c-MET"	"c-MET Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Pfizer "	131
"147"	17	"V9"	0.214753262	1.7e-06	"PHA-665752"	""	"c-MET"	"c-MET Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Pfizer "	132
"148"	7	"V460"	-0.214475188	2.35e-06	"L-685458"	""	"Gamma Secretase"	"gamma-Secretase Inhibitor"	"Other targeted therapies"	"Preclinical"	"Merck Sharp & Dohme"	116
"149"	15	"V17"	0.214190904	9.74e-06	"PD-0332991 "	""	"CDK4/6"	"CDK4/6 Inhibitor"	"Kinase inhibitor"	"Phase II"	"Pfizer "	21
"150"	6	"V260"	0.213990914	0.000167579	"Irinotecan"	"Camptosar "	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1994"	"Pfizer "	52
"151"	6	"V91"	-0.213918878	0.000168446	"Irinotecan"	"Camptosar "	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1994"	"Pfizer "	134
"152"	15	"V63"	-0.212872259	1.11e-05	"PD-0332991 "	""	"CDK4/6"	"CDK4/6 Inhibitor"	"Kinase inhibitor"	"Phase II"	"Pfizer "	123
"153"	23	"V170"	0.21282556	2.06e-06	"Topotecan"	"Hycamtin"	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1996"	"GlaxoSmithKline"	22
"154"	16	"V396"	-0.212696461	2.09e-06	"PF-2341066"	"Crizotinib"	"c-MET, ALK"	"c-MET and ALK Inhibitor"	"Kinase inhibitor"	"Launched-2011"	"Pfizer "	97
"155"	23	"V32"	0.212325386	2.18e-06	"Topotecan"	"Hycamtin"	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1996"	"GlaxoSmithKline"	72
"156"	23	"V418"	0.210238857	2.75e-06	"Topotecan"	"Hycamtin"	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1996"	"GlaxoSmithKline"	105
"157"	15	"V142"	0.210208657	1.43e-05	"PD-0332991 "	""	"CDK4/6"	"CDK4/6 Inhibitor"	"Kinase inhibitor"	"Phase II"	"Pfizer "	11
"158"	7	"V55"	-0.209482242	4.05e-06	"L-685458"	""	"Gamma Secretase"	"gamma-Secretase Inhibitor"	"Other targeted therapies"	"Preclinical"	"Merck Sharp & Dohme"	122
"159"	8	"V306"	0.209463461	3e-06	"Lapatinib"	"Tykerb"	"EGFR, HER2"	"EGFR and HER2 Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"GlaxoSmithKline"	69
"160"	23	"V299"	-0.209207126	3.09e-06	"Topotecan"	"Hycamtin"	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1996"	"GlaxoSmithKline"	66
"161"	3	"V306"	0.209137937	3.11e-06	"AZD0530"	"Saracatinib"	"Src, Abl/Bcr-Abl, EGFR"	"Src and Abl inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	69
"162"	7	"V186"	0.209116163	4.21e-06	"L-685458"	""	"Gamma Secretase"	"gamma-Secretase Inhibitor"	"Other targeted therapies"	"Preclinical"	"Merck Sharp & Dohme"	33
"163"	20	"V393"	0.209031231	3.22e-06	"Sorafenib"	"Nexavar"	"Flt3, C-KIT, PDGFRbeta, RET, Raf kinase B, Raf kinase C, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2005"	"Bayer"	96
"164"	16	"V393"	0.208663268	3.28e-06	"PF-2341066"	"Crizotinib"	"c-MET, ALK"	"c-MET and ALK Inhibitor"	"Kinase inhibitor"	"Launched-2011"	"Pfizer "	96
"165"	20	"V161"	-0.208657275	3.36e-06	"Sorafenib"	"Nexavar"	"Flt3, C-KIT, PDGFRbeta, RET, Raf kinase B, Raf kinase C, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2005"	"Bayer"	17
"166"	15	"V90"	0.208545609	1.68e-05	"PD-0332991 "	""	"CDK4/6"	"CDK4/6 Inhibitor"	"Kinase inhibitor"	"Phase II"	"Pfizer "	133
"167"	6	"V142"	0.206685115	0.000280406	"Irinotecan"	"Camptosar "	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1994"	"Pfizer "	11
"168"	12	"V207"	-0.206430789	4.28e-06	"Paclitaxel"	"Taxol"	"beta-tubulin "	"Microtubule-Stabilizing Agents"	"Cytotoxic"	"Launched-1993"	"Bristol-Myers Squibb"	39
"169"	23	"V72"	-0.206378295	4.21e-06	"Topotecan"	"Hycamtin"	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1996"	"GlaxoSmithKline"	125
"170"	13	"V55"	-0.206270751	4.66e-06	"Panobinostat  "	"Faridak "	"HDAC"	"Histone Deacetylase (HDAC) Inhibitor"	"Other targeted therapies"	"Pre-Registered"	"Novartis"	122
"171"	21	"V10"	0.206034969	4.37e-06	"TAE684"	""	"ALK"	"ALK Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	1
"172"	20	"V186"	0.205931059	4.52e-06	"Sorafenib"	"Nexavar"	"Flt3, C-KIT, PDGFRbeta, RET, Raf kinase B, Raf kinase C, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2005"	"Bayer"	33
"173"	22	"V418"	0.205728857	4.51e-06	"TKI258"	"Dovitinib"	"EGFR, FGFR1, PDGFRbeta, VEGFR-1, KDR"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Phase III"	"Novartis"	105
"174"	15	"V72"	-0.204769863	2.39e-05	"PD-0332991 "	""	"CDK4/6"	"CDK4/6 Inhibitor"	"Kinase inhibitor"	"Phase II"	"Pfizer "	125
"175"	15	"V460"	-0.203887242	2.59e-05	"PD-0332991 "	""	"CDK4/6"	"CDK4/6 Inhibitor"	"Kinase inhibitor"	"Phase II"	"Pfizer "	116
"176"	13	"V2"	0.203422355	6.32e-06	"Panobinostat  "	"Faridak "	"HDAC"	"Histone Deacetylase (HDAC) Inhibitor"	"Other targeted therapies"	"Pre-Registered"	"Novartis"	37
"177"	13	"V341"	-0.203379342	6.35e-06	"Panobinostat  "	"Faridak "	"HDAC"	"Histone Deacetylase (HDAC) Inhibitor"	"Other targeted therapies"	"Pre-Registered"	"Novartis"	78
"178"	13	"V329"	-0.203067033	6.57e-06	"Panobinostat  "	"Faridak "	"HDAC"	"Histone Deacetylase (HDAC) Inhibitor"	"Other targeted therapies"	"Pre-Registered"	"Novartis"	75
"179"	13	"V90"	0.202981631	6.63e-06	"Panobinostat  "	"Faridak "	"HDAC"	"Histone Deacetylase (HDAC) Inhibitor"	"Other targeted therapies"	"Pre-Registered"	"Novartis"	133
"180"	6	"V10"	0.202959343	0.000362197	"Irinotecan"	"Camptosar "	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1994"	"Pfizer "	1
"181"	8	"V382"	0.202761717	6.22e-06	"Lapatinib"	"Tykerb"	"EGFR, HER2"	"EGFR and HER2 Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"GlaxoSmithKline"	92
"182"	7	"V344"	-0.20256031	8.43e-06	"L-685458"	""	"Gamma Secretase"	"gamma-Secretase Inhibitor"	"Other targeted therapies"	"Preclinical"	"Merck Sharp & Dohme"	79
"183"	14	"V311"	-0.20219882	6.6e-06	"PD-0325901"	""	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Discontinued"	"Pfizer "	71
"184"	1	"V418"	-0.201397888	7.34e-06	"17-AAG"	"Tanespimycin"	"HSP90"	"Heat Shock Protein 90 (hsp90) Inhibitor"	"Other targeted therapies"	"Phase III"	"Bristol-Myers Squibb"	105
"185"	13	"V383"	0.200860295	8.29e-06	"Panobinostat  "	"Faridak "	"HDAC"	"Histone Deacetylase (HDAC) Inhibitor"	"Other targeted therapies"	"Pre-Registered"	"Novartis"	93
"186"	13	"V460"	-0.200823205	8.32e-06	"Panobinostat  "	"Faridak "	"HDAC"	"Histone Deacetylase (HDAC) Inhibitor"	"Other targeted therapies"	"Pre-Registered"	"Novartis"	116
"187"	15	"V10"	0.200425828	3.57e-05	"PD-0332991 "	""	"CDK4/6"	"CDK4/6 Inhibitor"	"Kinase inhibitor"	"Phase II"	"Pfizer "	1
"188"	16	"V258"	0.200027403	8.31e-06	"PF-2341066"	"Crizotinib"	"c-MET, ALK"	"c-MET and ALK Inhibitor"	"Kinase inhibitor"	"Launched-2011"	"Pfizer "	50
"189"	23	"V91"	-0.200015034	8.32e-06	"Topotecan"	"Hycamtin"	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1996"	"GlaxoSmithKline"	134
"190"	15	"V170"	0.199735613	3.8e-05	"PD-0332991 "	""	"CDK4/6"	"CDK4/6 Inhibitor"	"Kinase inhibitor"	"Phase II"	"Pfizer "	22
"191"	16	"V460"	-0.199507161	8.78e-06	"PF-2341066"	"Crizotinib"	"c-MET, ALK"	"c-MET and ALK Inhibitor"	"Kinase inhibitor"	"Launched-2011"	"Pfizer "	116
"192"	6	"V275"	-0.199259955	0.000464964	"Irinotecan"	"Camptosar "	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1994"	"Pfizer "	59
"193"	18	"V150"	-0.198926684	1.1e-05	"PLX4720"	""	"RAF "	"Raf kinase B Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Plexxikon"	12
"194"	8	"V462"	-0.196375491	1.22e-05	"Lapatinib"	"Tykerb"	"EGFR, HER2"	"EGFR and HER2 Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"GlaxoSmithKline"	118
"195"	12	"V381"	0.196304447	1.25e-05	"Paclitaxel"	"Taxol"	"beta-tubulin "	"Microtubule-Stabilizing Agents"	"Cytotoxic"	"Launched-1993"	"Bristol-Myers Squibb"	91
"196"	5	"V418"	-0.196174142	1.27e-05	"Erlotinib"	"Tarceva"	"EGFR"	"EGFR  Inhibitor"	"Kinase inhibitor"	"Launched-2004"	"Genentech"	105
"197"	7	"V358"	-0.195746805	1.69e-05	"L-685458"	""	"Gamma Secretase"	"gamma-Secretase Inhibitor"	"Other targeted therapies"	"Preclinical"	"Merck Sharp & Dohme"	85
"198"	13	"V291"	-0.195677994	1.42e-05	"Panobinostat  "	"Faridak "	"HDAC"	"Histone Deacetylase (HDAC) Inhibitor"	"Other targeted therapies"	"Pre-Registered"	"Novartis"	64
"199"	23	"V142"	0.19565232	1.31e-05	"Topotecan"	"Hycamtin"	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1996"	"GlaxoSmithKline"	11
"200"	17	"V344"	-0.195595585	1.35e-05	"PHA-665752"	""	"c-MET"	"c-MET Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Pfizer "	79
"201"	4	"V405"	-0.195579906	1.35e-05	"AZD6244"	"Selumetinib"	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	99
"202"	16	"V142"	0.195472711	1.34e-05	"PF-2341066"	"Crizotinib"	"c-MET, ALK"	"c-MET and ALK Inhibitor"	"Kinase inhibitor"	"Launched-2011"	"Pfizer "	11
"203"	7	"V32"	0.195380807	1.76e-05	"L-685458"	""	"Gamma Secretase"	"gamma-Secretase Inhibitor"	"Other targeted therapies"	"Preclinical"	"Merck Sharp & Dohme"	72
"204"	4	"V455"	0.195375596	1.38e-05	"AZD6244"	"Selumetinib"	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	114
"205"	14	"V320"	0.195280337	1.36e-05	"PD-0325901"	""	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Discontinued"	"Pfizer "	73
"206"	16	"V155"	0.195033921	1.4e-05	"PF-2341066"	"Crizotinib"	"c-MET, ALK"	"c-MET and ALK Inhibitor"	"Kinase inhibitor"	"Launched-2011"	"Pfizer "	14
"207"	13	"V171"	-0.194368705	1.62e-05	"Panobinostat  "	"Faridak "	"HDAC"	"Histone Deacetylase (HDAC) Inhibitor"	"Other targeted therapies"	"Pre-Registered"	"Novartis"	23
"208"	1	"V306"	0.194169347	1.56e-05	"17-AAG"	"Tanespimycin"	"HSP90"	"Heat Shock Protein 90 (hsp90) Inhibitor"	"Other targeted therapies"	"Phase III"	"Bristol-Myers Squibb"	69
"209"	21	"V95"	-0.193397204	1.65e-05	"TAE684"	""	"ALK"	"ALK Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	136
"210"	20	"V418"	0.193042243	1.75e-05	"Sorafenib"	"Nexavar"	"Flt3, C-KIT, PDGFRbeta, RET, Raf kinase B, Raf kinase C, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2005"	"Bayer"	105
"211"	13	"V21"	-0.192864092	1.89e-05	"Panobinostat  "	"Faridak "	"HDAC"	"Histone Deacetylase (HDAC) Inhibitor"	"Other targeted therapies"	"Pre-Registered"	"Novartis"	41
"212"	7	"V9"	0.192730311	2.29e-05	"L-685458"	""	"Gamma Secretase"	"gamma-Secretase Inhibitor"	"Other targeted therapies"	"Preclinical"	"Merck Sharp & Dohme"	131
"213"	7	"V9"	0.192730311	2.29e-05	"L-685458"	""	"Gamma Secretase"	"gamma-Secretase Inhibitor"	"Other targeted therapies"	"Preclinical"	"Merck Sharp & Dohme"	132
"214"	19	"V72"	-0.192492977	4.33e-05	"RAF265"	""	"Raf kinase B, KDR"	"Raf kinase B and KDR Inhibitor"	"Kinase inhibitor"	"Phase I"	"Novartis"	125
"215"	16	"V462"	-0.1924182	1.83e-05	"PF-2341066"	"Crizotinib"	"c-MET, ALK"	"c-MET and ALK Inhibitor"	"Kinase inhibitor"	"Launched-2011"	"Pfizer "	118
"216"	15	"V91"	-0.192310746	7.37e-05	"PD-0332991 "	""	"CDK4/6"	"CDK4/6 Inhibitor"	"Kinase inhibitor"	"Phase II"	"Pfizer "	134
"217"	6	"V208"	-0.19228502	0.000735928	"Irinotecan"	"Camptosar "	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1994"	"Pfizer "	40
"218"	15	"V346"	-0.192179422	7.45e-05	"PD-0332991 "	""	"CDK4/6"	"CDK4/6 Inhibitor"	"Kinase inhibitor"	"Phase II"	"Pfizer "	80
"219"	11	"V177"	-0.192117575	1.88e-05	"Nutlin-3"	""	"MDM2"	"MDM2 Inhibitor"	"Other targeted therapies"	"Preclinical"	"Roche"	28
"220"	15	"V171"	-0.191595628	7.84e-05	"PD-0332991 "	""	"CDK4/6"	"CDK4/6 Inhibitor"	"Kinase inhibitor"	"Phase II"	"Pfizer "	23
"221"	12	"V156"	0.190969047	2.16e-05	"Paclitaxel"	"Taxol"	"beta-tubulin "	"Microtubule-Stabilizing Agents"	"Cytotoxic"	"Launched-1993"	"Bristol-Myers Squibb"	15
"222"	15	"V358"	-0.190000474	9.01e-05	"PD-0332991 "	""	"CDK4/6"	"CDK4/6 Inhibitor"	"Kinase inhibitor"	"Phase II"	"Pfizer "	85
"223"	18	"V100"	0.19000039	2.72e-05	"PLX4720"	""	"RAF "	"Raf kinase B Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Plexxikon"	2
"224"	17	"V32"	0.189929455	2.4e-05	"PHA-665752"	""	"c-MET"	"c-MET Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Pfizer "	72
"225"	7	"V21"	-0.189315227	3.2e-05	"L-685458"	""	"Gamma Secretase"	"gamma-Secretase Inhibitor"	"Other targeted therapies"	"Preclinical"	"Merck Sharp & Dohme"	41
"226"	4	"V311"	-0.188925509	2.65e-05	"AZD6244"	"Selumetinib"	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	71
"227"	12	"V72"	-0.188875638	2.66e-05	"Paclitaxel"	"Taxol"	"beta-tubulin "	"Microtubule-Stabilizing Agents"	"Cytotoxic"	"Launched-1993"	"Bristol-Myers Squibb"	125
"228"	24	"V12"	0.188873343	3.04e-05	"Vandetanib"	"Zactima"	"Abl, EGFR, Flt3, C-KIT, RET, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2011"	"AstraZeneca"	8
"229"	16	"V10"	0.188071308	2.83e-05	"PF-2341066"	"Crizotinib"	"c-MET, ALK"	"c-MET and ALK Inhibitor"	"Kinase inhibitor"	"Launched-2011"	"Pfizer "	1
"230"	22	"V393"	0.187999103	2.85e-05	"TKI258"	"Dovitinib"	"EGFR, FGFR1, PDGFRbeta, VEGFR-1, KDR"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Phase III"	"Novartis"	96
"231"	17	"V161"	-0.186917315	3.23e-05	"PHA-665752"	""	"c-MET"	"c-MET Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Pfizer "	17
"232"	15	"V200"	-0.186852923	0.000118122	"PD-0332991 "	""	"CDK4/6"	"CDK4/6 Inhibitor"	"Kinase inhibitor"	"Phase II"	"Pfizer "	38
"233"	13	"V299"	-0.186680136	3.5e-05	"Panobinostat  "	"Faridak "	"HDAC"	"Histone Deacetylase (HDAC) Inhibitor"	"Other targeted therapies"	"Pre-Registered"	"Novartis"	66
"234"	14	"V393"	-0.186604518	3.27e-05	"PD-0325901"	""	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Discontinued"	"Pfizer "	96
"235"	15	"V186"	0.186079308	0.000126161	"PD-0332991 "	""	"CDK4/6"	"CDK4/6 Inhibitor"	"Kinase inhibitor"	"Phase II"	"Pfizer "	33
"236"	15	"V299"	-0.185953857	0.000127512	"PD-0332991 "	""	"CDK4/6"	"CDK4/6 Inhibitor"	"Kinase inhibitor"	"Phase II"	"Pfizer "	66
"237"	23	"V2"	0.18552614	3.64e-05	"Topotecan"	"Hycamtin"	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1996"	"GlaxoSmithKline"	37
"238"	19	"V155"	0.185357632	8.3e-05	"RAF265"	""	"Raf kinase B, KDR"	"Raf kinase B and KDR Inhibitor"	"Kinase inhibitor"	"Phase I"	"Novartis"	14
"239"	16	"V448"	-0.185049241	3.81e-05	"PF-2341066"	"Crizotinib"	"c-MET, ALK"	"c-MET and ALK Inhibitor"	"Kinase inhibitor"	"Launched-2011"	"Pfizer "	113
"240"	22	"V414"	0.184614253	3.98e-05	"TKI258"	"Dovitinib"	"EGFR, FGFR1, PDGFRbeta, VEGFR-1, KDR"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Phase III"	"Novartis"	103
"241"	23	"V281"	0.184327262	4.09e-05	"Topotecan"	"Hycamtin"	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1996"	"GlaxoSmithKline"	62
"242"	13	"V17"	0.184229452	4.44e-05	"Panobinostat  "	"Faridak "	"HDAC"	"Histone Deacetylase (HDAC) Inhibitor"	"Other targeted therapies"	"Pre-Registered"	"Novartis"	21
"243"	13	"V306"	-0.183961194	4.56e-05	"Panobinostat  "	"Faridak "	"HDAC"	"Histone Deacetylase (HDAC) Inhibitor"	"Other targeted therapies"	"Pre-Registered"	"Novartis"	69
"244"	4	"V85"	-0.183662746	4.44e-05	"AZD6244"	"Selumetinib"	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	130
"245"	13	"V416"	0.183216887	4.9e-05	"Panobinostat  "	"Faridak "	"HDAC"	"Histone Deacetylase (HDAC) Inhibitor"	"Other targeted therapies"	"Pre-Registered"	"Novartis"	104
"246"	16	"V91"	-0.182253595	5e-05	"PF-2341066"	"Crizotinib"	"c-MET, ALK"	"c-MET and ALK Inhibitor"	"Kinase inhibitor"	"Launched-2011"	"Pfizer "	134
"247"	12	"V2"	0.182068002	5.18e-05	"Paclitaxel"	"Taxol"	"beta-tubulin "	"Microtubule-Stabilizing Agents"	"Cytotoxic"	"Launched-1993"	"Bristol-Myers Squibb"	37
"248"	7	"V170"	0.181849054	6.54e-05	"L-685458"	""	"Gamma Secretase"	"gamma-Secretase Inhibitor"	"Other targeted therapies"	"Preclinical"	"Merck Sharp & Dohme"	22
"249"	11	"V95"	-0.181792698	5.23e-05	"Nutlin-3"	""	"MDM2"	"MDM2 Inhibitor"	"Other targeted therapies"	"Preclinical"	"Roche"	136
"250"	6	"V460"	-0.181675614	0.001437137	"Irinotecan"	"Camptosar "	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1994"	"Pfizer "	116
"251"	1	"V358"	0.18109375	5.69e-05	"17-AAG"	"Tanespimycin"	"HSP90"	"Heat Shock Protein 90 (hsp90) Inhibitor"	"Other targeted therapies"	"Phase III"	"Bristol-Myers Squibb"	85
"252"	7	"V17"	0.181083734	7.03e-05	"L-685458"	""	"Gamma Secretase"	"gamma-Secretase Inhibitor"	"Other targeted therapies"	"Preclinical"	"Merck Sharp & Dohme"	21
"253"	13	"V156"	0.18091228	6.1e-05	"Panobinostat  "	"Faridak "	"HDAC"	"Histone Deacetylase (HDAC) Inhibitor"	"Other targeted therapies"	"Pre-Registered"	"Novartis"	15
"254"	13	"V258"	0.180303765	6.46e-05	"Panobinostat  "	"Faridak "	"HDAC"	"Histone Deacetylase (HDAC) Inhibitor"	"Other targeted therapies"	"Pre-Registered"	"Novartis"	50
"255"	23	"V118"	0.180264064	6.05e-05	"Topotecan"	"Hycamtin"	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1996"	"GlaxoSmithKline"	6
"256"	22	"V259"	-0.179718663	6.38e-05	"TKI258"	"Dovitinib"	"EGFR, FGFR1, PDGFRbeta, VEGFR-1, KDR"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Phase III"	"Novartis"	51
"257"	17	"V95"	-0.179689016	6.51e-05	"PHA-665752"	""	"c-MET"	"c-MET Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Pfizer "	136
"258"	23	"V156"	0.179688199	6.4e-05	"Topotecan"	"Hycamtin"	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1996"	"GlaxoSmithKline"	15
"259"	7	"V90"	0.179574797	8.09e-05	"L-685458"	""	"Gamma Secretase"	"gamma-Secretase Inhibitor"	"Other targeted therapies"	"Preclinical"	"Merck Sharp & Dohme"	133
"260"	6	"V265"	-0.179272038	0.00166435	"Irinotecan"	"Camptosar "	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1994"	"Pfizer "	53
"261"	22	"V306"	-0.179253576	6.66e-05	"TKI258"	"Dovitinib"	"EGFR, FGFR1, PDGFRbeta, VEGFR-1, KDR"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Phase III"	"Novartis"	69
"262"	22	"V72"	-0.179220244	6.69e-05	"TKI258"	"Dovitinib"	"EGFR, FGFR1, PDGFRbeta, VEGFR-1, KDR"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Phase III"	"Novartis"	125
"263"	12	"V459"	0.179194733	6.82e-05	"Paclitaxel"	"Taxol"	"beta-tubulin "	"Microtubule-Stabilizing Agents"	"Cytotoxic"	"Launched-1993"	"Bristol-Myers Squibb"	115
"264"	16	"V72"	-0.179096954	6.76e-05	"PF-2341066"	"Crizotinib"	"c-MET, ALK"	"c-MET and ALK Inhibitor"	"Kinase inhibitor"	"Launched-2011"	"Pfizer "	125
"265"	17	"V142"	0.178648502	7.18e-05	"PHA-665752"	""	"c-MET"	"c-MET Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Pfizer "	11
"266"	4	"V9"	0.178625828	7.2e-05	"AZD6244"	"Selumetinib"	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	131
"267"	4	"V9"	0.178625828	7.2e-05	"AZD6244"	"Selumetinib"	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	132
"268"	11	"V393"	0.178498086	7.16e-05	"Nutlin-3"	""	"MDM2"	"MDM2 Inhibitor"	"Other targeted therapies"	"Preclinical"	"Roche"	96
"269"	6	"V416"	0.178485923	0.001745525	"Irinotecan"	"Camptosar "	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1994"	"Pfizer "	104
"270"	7	"V280"	0.178461524	8.97e-05	"L-685458"	""	"Gamma Secretase"	"gamma-Secretase Inhibitor"	"Other targeted therapies"	"Preclinical"	"Merck Sharp & Dohme"	61
"271"	21	"V186"	0.1781297	7.41e-05	"TAE684"	""	"ALK"	"ALK Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	33
"272"	7	"V150"	0.177970438	9.38e-05	"L-685458"	""	"Gamma Secretase"	"gamma-Secretase Inhibitor"	"Other targeted therapies"	"Preclinical"	"Merck Sharp & Dohme"	12
"273"	20	"V463"	-0.17785323	7.74e-05	"Sorafenib"	"Nexavar"	"Flt3, C-KIT, PDGFRbeta, RET, Raf kinase B, Raf kinase C, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2005"	"Bayer"	119
