"IMMUNE_CELLTYPE"	"TC"	"Correlation"	"PValue"
"1657"	"Monocytes"	"V479"	-0.127	6.43e-74
"1658"	"Monocytes"	"V484"	0.113	5.29e-59
"1659"	"Monocytes"	"V493"	0.129	3.66e-76
"1660"	"Monocytes"	"V504"	0.117	4.53e-63
"1661"	"Monocytes"	"V519"	0.242	6.37e-268
"1662"	"Monocytes"	"V527"	0.196	2.45e-175
"1663"	"Monocytes"	"V528"	-0.117	2.9e-62
"1664"	"Monocytes"	"V533"	0.0534	2.95e-14
"1665"	"Monocytes"	"V537"	0.084	4.89e-33
"1666"	"Monocytes"	"V562"	-0.0395	1.78e-08
"1667"	"Monocytes"	"V570"	-0.00335	0.633492768
"1668"	"Monocytes"	"V576"	-0.0311	9.59e-06
"1669"	"Monocytes"	"V590"	-0.124	8.77e-71
"1670"	"Monocytes"	"V592"	-0.25	1.12e-285
"1671"	"Monocytes"	"V611"	0.328	0
"1672"	"Monocytes"	"V625"	0.106	2.02e-51
"1673"	"Monocytes"	"V626"	-0.0481	7.45e-12
"1674"	"Monocytes"	"V628"	0.268	0
"1675"	"Monocytes"	"V632"	-0.121	9.71e-67
"1676"	"Monocytes"	"V645"	0.161	2.96e-117
"1677"	"Monocytes"	"V648"	-0.153	2.53e-106
"1678"	"Monocytes"	"V657"	-0.105	6.18e-51
"1679"	"Monocytes"	"V658"	-0.298	0
"1680"	"Monocytes"	"V662"	0.0922	1.71e-39
"1681"	"Monocytes"	"V663"	-0.0632	2.14e-19
"1682"	"Monocytes"	"V675"	0.285	0
"1683"	"Monocytes"	"V677"	0.021	0.002824432
"1684"	"Monocytes"	"V678"	0.0629	3.3e-19
"1685"	"Monocytes"	"V681"	-0.106	1.39e-51
"1686"	"Monocytes"	"V684"	-0.172	9.71e-134
"1687"	"Monocytes"	"V689"	0.113	1.29e-58
"1688"	"Monocytes"	"V702"	-0.17	4.85e-131
"1689"	"Monocytes"	"V703"	0.0307	1.2e-05
"1690"	"Monocytes"	"V710"	0.0338	1.48e-06
"1691"	"Monocytes"	"V719"	0.264	4.11655496114927e-320
"1692"	"Monocytes"	"V723"	0.208	2.06e-196
"1693"	"Monocytes"	"V731"	0.178	8.58e-144
"1694"	"Monocytes"	"V743"	0.227	2.95e-234
"1695"	"Monocytes"	"V746"	-0.021	0.00284968
"1696"	"Monocytes"	"V750"	-0.285	0
"1697"	"Monocytes"	"V759"	-0.171	3.15e-133
"1698"	"Monocytes"	"V772"	-0.253	2.01e-294
"1699"	"Monocytes"	"V774"	0.105	3.97e-51
"1700"	"Monocytes"	"V790"	0.146	5.04e-97
"1701"	"Monocytes"	"V792"	0.12	2.41e-66
"1702"	"Monocytes"	"V794"	0.229	7.29e-240
"1703"	"Monocytes"	"V802"	0.0883	2.34e-36
"1704"	"Monocytes"	"V804"	0.102	6.96e-48
"1705"	"Monocytes"	"V810"	0.0395	1.82e-08
"1706"	"Monocytes"	"V814"	0.00783	0.265198516
"1707"	"Monocytes"	"V817"	0.115	4.93e-61
"1708"	"Monocytes"	"V820"	0.0634	1.59e-19
"1709"	"Monocytes"	"V821"	0.186	5.68e-157
"1710"	"Monocytes"	"V822"	0.0301	1.88e-05
"1711"	"Monocytes"	"V823"	0.218	3.52e-217
"1712"	"Monocytes"	"V830"	-0.0354	4.62e-07
"1713"	"Monocytes"	"V834"	-0.254	1.73e-296
"1714"	"Monocytes"	"V838"	0.222	1.22e-224
"1715"	"Monocytes"	"V844"	-0.081	7.78e-31
"1716"	"Monocytes"	"V851"	-0.125	1.92e-71
"1717"	"Macrophages.M0"	"V13"	-0.208	3.47e-197
"1718"	"Macrophages.M0"	"V14"	-0.00827	0.238992132
"1719"	"Macrophages.M0"	"V17"	0.194	7.34e-171
"1720"	"Macrophages.M0"	"V23"	0.196	3.86e-174
"1721"	"Macrophages.M0"	"V25"	-0.102	2.99e-48
"1722"	"Macrophages.M0"	"V27"	-0.398	0
"1723"	"Macrophages.M0"	"V37"	0.311	0
"1724"	"Macrophages.M0"	"V40"	0.00225	0.748550324
"1725"	"Macrophages.M0"	"V52"	-0.165	1.29e-123
"1726"	"Macrophages.M0"	"V54"	-0.0946	1.52e-41
"1727"	"Macrophages.M0"	"V67"	-0.109	1.73e-54
"1728"	"Macrophages.M0"	"V68"	-0.198	4.47e-178
"1729"	"Macrophages.M0"	"V83"	-0.236	2.11e-254
"1730"	"Macrophages.M0"	"V94"	0.0705	9.02e-24
"1731"	"Macrophages.M0"	"V100"	-0.171	4.69e-133
"1732"	"Macrophages.M0"	"V112"	-0.0808	1.1e-30
"1733"	"Macrophages.M0"	"V118"	-0.0121	0.085932214
"1734"	"Macrophages.M0"	"V119"	-0.0561	1.35e-15
"1735"	"Macrophages.M0"	"V140"	-0.403	0
"1736"	"Macrophages.M0"	"V142"	-0.243	2.46e-269
"1737"	"Macrophages.M0"	"V149"	0.453	0
"1738"	"Macrophages.M0"	"V150"	0.148	3.9e-100
"1739"	"Macrophages.M0"	"V155"	-0.028	6.79e-05
"1740"	"Macrophages.M0"	"V157"	-0.0617	1.45e-18
"1741"	"Macrophages.M0"	"V159"	0.0492	2.45e-12
"1742"	"Macrophages.M0"	"V166"	-0.427	0
"1743"	"Macrophages.M0"	"V180"	-0.0841	3.74e-33
"1744"	"Macrophages.M0"	"V184"	0.285	0
"1745"	"Macrophages.M0"	"V189"	0.274	0
"1746"	"Macrophages.M0"	"V190"	0.22	3.07e-220
"1747"	"Macrophages.M0"	"V205"	0.265	1.18575755001899e-322
"1748"	"Macrophages.M0"	"V219"	0.074	5.38e-26
"1749"	"Macrophages.M0"	"V222"	-0.0923	1.25e-39
"1750"	"Macrophages.M0"	"V227"	-0.534	0
"1751"	"Macrophages.M0"	"V231"	0.0991	2.21e-45
"1752"	"Macrophages.M0"	"V238"	0.022	0.00172665
"1753"	"Macrophages.M0"	"V241"	-0.362	0
"1754"	"Macrophages.M0"	"V255"	0.316	0
"1755"	"Macrophages.M0"	"V256"	-0.319	0
"1756"	"Macrophages.M0"	"V260"	-0.0523	9.6e-14
"1757"	"Macrophages.M0"	"V261"	-0.462	0
"1758"	"Macrophages.M0"	"V268"	-0.0554	2.82e-15
"1759"	"Macrophages.M0"	"V270"	0.201	5.2e-184
"1760"	"Macrophages.M0"	"V281"	-0.138	3.25e-86
"1761"	"Macrophages.M0"	"V284"	-0.298	0
"1762"	"Macrophages.M0"	"V286"	-0.0963	5.54e-43
"1763"	"Macrophages.M0"	"V287"	0.307	0
"1764"	"Macrophages.M0"	"V294"	-0.0264	0.000172294
"1765"	"Macrophages.M0"	"V308"	-0.0339	1.41e-06
"1766"	"Macrophages.M0"	"V327"	-0.0147	0.036331955
"1767"	"Macrophages.M0"	"V337"	-0.0155	0.027388257
"1768"	"Macrophages.M0"	"V362"	-0.0733	1.55e-25
"1769"	"Macrophages.M0"	"V370"	0.167	1.09e-126
"1770"	"Macrophages.M0"	"V375"	-0.0648	2.48e-20
"1771"	"Macrophages.M0"	"V385"	-0.195	1.24e-172
"1772"	"Macrophages.M0"	"V386"	-0.00371	0.597820218
"1773"	"Macrophages.M0"	"V392"	-0.231	1.87e-244
"1774"	"Macrophages.M0"	"V393"	0.0558	1.9e-15
"1775"	"Macrophages.M0"	"V400"	0.0358	3.44e-07
"1776"	"Macrophages.M0"	"V403"	-0.363	0
"1777"	"Macrophages.M0"	"V405"	0.177	5.93e-142
"1778"	"Macrophages.M0"	"V423"	0.262	1.38381571066177e-315
"1779"	"Macrophages.M0"	"V431"	-0.203	2.81e-188
"1780"	"Macrophages.M0"	"V435"	-0.261	1.07141878622636e-312
"1781"	"Macrophages.M0"	"V451"	0.203	1.1e-186
"1782"	"Macrophages.M0"	"V452"	0.383	0
"1783"	"Macrophages.M0"	"V455"	0.19	1.73e-164
"1784"	"Macrophages.M0"	"V458"	0.249	1.06e-284
"1785"	"Macrophages.M0"	"V461"	0.166	9.11e-125
"1786"	"Macrophages.M0"	"V464"	-0.0496	1.57e-12
"1787"	"Macrophages.M0"	"V469"	-0.131	9.72e-78
"1788"	"Macrophages.M0"	"V473"	0.179	3.06e-146
"1789"	"Macrophages.M0"	"V479"	0.289	0
"1790"	"Macrophages.M0"	"V484"	-0.146	1.28e-96
"1791"	"Macrophages.M0"	"V493"	-0.0814	3.81e-31
"1792"	"Macrophages.M0"	"V504"	-0.21	2.23e-201
"1793"	"Macrophages.M0"	"V519"	-0.179	2.2e-145
"1794"	"Macrophages.M0"	"V527"	0.115	1.01e-60
"1795"	"Macrophages.M0"	"V528"	0.104	8.66e-50
"1796"	"Macrophages.M0"	"V533"	0.0714	2.52e-24
"1797"	"Macrophages.M0"	"V537"	0.0191	0.00648633
"1798"	"Macrophages.M0"	"V562"	-0.0768	6.49e-28
"1799"	"Macrophages.M0"	"V570"	-0.0852	5.71e-34
"1800"	"Macrophages.M0"	"V576"	0.0019	0.786954363
"1801"	"Macrophages.M0"	"V590"	0.216	2.01e-212
"1802"	"Macrophages.M0"	"V592"	0.316	0
"1803"	"Macrophages.M0"	"V611"	-0.195	2.84e-173
"1804"	"Macrophages.M0"	"V625"	-0.24	1.53e-262
"1805"	"Macrophages.M0"	"V626"	-0.198	7.67e-179
"1806"	"Macrophages.M0"	"V628"	-0.367	0
"1807"	"Macrophages.M0"	"V632"	0.111	2.26e-56
"1808"	"Macrophages.M0"	"V645"	-0.0838	6.18e-33
"1809"	"Macrophages.M0"	"V648"	0.184	9.33e-154
"1810"	"Macrophages.M0"	"V657"	0.315	0
"1811"	"Macrophages.M0"	"V658"	0.165	1.45e-123
"1812"	"Macrophages.M0"	"V662"	-0.0598	1.58e-17
"1813"	"Macrophages.M0"	"V663"	0.132	5.3e-80
"1814"	"Macrophages.M0"	"V675"	-0.402	0
"1815"	"Macrophages.M0"	"V677"	-0.187	1.27e-159
"1816"	"Macrophages.M0"	"V678"	0.275	0
"1817"	"Macrophages.M0"	"V681"	-0.0087	0.215527038
"1818"	"Macrophages.M0"	"V684"	0.148	1.82e-99
"1819"	"Macrophages.M0"	"V689"	-0.275	0
"1820"	"Macrophages.M0"	"V702"	0.157	3.4e-112
"1821"	"Macrophages.M0"	"V703"	0.0964	4.75e-43
"1822"	"Macrophages.M0"	"V710"	0.0637	1.11e-19
"1823"	"Macrophages.M0"	"V719"	-0.18	5.78e-148
"1824"	"Macrophages.M0"	"V723"	-0.344	0
"1825"	"Macrophages.M0"	"V731"	-0.0746	1.95e-26
"1826"	"Macrophages.M0"	"V743"	0.00222	0.751733549
"1827"	"Macrophages.M0"	"V746"	-0.136	1.93e-84
"1828"	"Macrophages.M0"	"V750"	0.123	1.53e-69
"1829"	"Macrophages.M0"	"V759"	-0.175	1.2e-138
"1830"	"Macrophages.M0"	"V772"	0.129	1.65e-76
"1831"	"Macrophages.M0"	"V774"	-0.258	2.41e-304
"1832"	"Macrophages.M0"	"V790"	-0.0434	6.2e-10
"1833"	"Macrophages.M0"	"V792"	-0.111	6.36e-57
"1834"	"Macrophages.M0"	"V794"	-0.157	1.43e-112
"1835"	"Macrophages.M0"	"V802"	0.0399	1.36e-08
"1836"	"Macrophages.M0"	"V804"	0.0235	0.000822851
"1837"	"Macrophages.M0"	"V810"	-0.0719	1.22e-24
"1838"	"Macrophages.M0"	"V814"	0.0522	1.01e-13
"1839"	"Macrophages.M0"	"V817"	-0.0322	4.65e-06
"1840"	"Macrophages.M0"	"V820"	-0.106	7.65e-52
"1841"	"Macrophages.M0"	"V821"	0.244	4.15e-273
"1842"	"Macrophages.M0"	"V822"	-0.135	3.84e-83
"1843"	"Macrophages.M0"	"V823"	-0.217	1.8e-215
"1844"	"Macrophages.M0"	"V830"	-0.0586	6.69e-17
"1845"	"Macrophages.M0"	"V834"	0.272	0
"1846"	"Macrophages.M0"	"V838"	-0.179	1.74e-145
"1847"	"Macrophages.M0"	"V844"	0.0294	2.79e-05
"1848"	"Macrophages.M0"	"V851"	0.117	3.07e-62
"1849"	"Macrophages.M1"	"V13"	-0.259	4.11e-308
"1850"	"Macrophages.M1"	"V14"	0.0584	8.8e-17
"1851"	"Macrophages.M1"	"V17"	0.381	0
"1852"	"Macrophages.M1"	"V23"	0.211	5.95e-203
"1853"	"Macrophages.M1"	"V25"	-0.196	4.64e-174
"1854"	"Macrophages.M1"	"V27"	-0.452	0
"1855"	"Macrophages.M1"	"V37"	0.474	0
"1856"	"Macrophages.M1"	"V40"	0.177	1.21e-141
"1857"	"Macrophages.M1"	"V52"	-0.154	2.65e-108
"1858"	"Macrophages.M1"	"V54"	-0.216	3.59e-212
"1859"	"Macrophages.M1"	"V67"	-0.225	2.29e-231
"1860"	"Macrophages.M1"	"V68"	-0.344	0
"1861"	"Macrophages.M1"	"V83"	-0.3	0
"1862"	"Macrophages.M1"	"V94"	0.0613	2.45e-18
"1863"	"Macrophages.M1"	"V100"	-0.223	4.41e-226
"1864"	"Macrophages.M1"	"V112"	0.0595	2.27e-17
"1865"	"Macrophages.M1"	"V118"	0.0537	2.12e-14
"1866"	"Macrophages.M1"	"V119"	-0.0518	1.59e-13
"1867"	"Macrophages.M1"	"V140"	-0.313	0
"1868"	"Macrophages.M1"	"V142"	-0.34	0
"1869"	"Macrophages.M1"	"V149"	0.416	0
"1870"	"Macrophages.M1"	"V150"	0.184	3.54e-153
"1871"	"Macrophages.M1"	"V155"	-0.164	3.36e-122
"1872"	"Macrophages.M1"	"V157"	-0.364	0
"1873"	"Macrophages.M1"	"V159"	0.115	4.29e-61
"1874"	"Macrophages.M1"	"V166"	-0.653	0
"1875"	"Macrophages.M1"	"V180"	-0.0645	3.94e-20
"1876"	"Macrophages.M1"	"V184"	0.367	0
"1877"	"Macrophages.M1"	"V189"	0.219	5.08e-218
"1878"	"Macrophages.M1"	"V190"	0.0996	8.22e-46
"1879"	"Macrophages.M1"	"V205"	0.173	3.61e-135
"1880"	"Macrophages.M1"	"V219"	-0.00665	0.344114098
"1881"	"Macrophages.M1"	"V222"	-0.24	3.07e-263
"1882"	"Macrophages.M1"	"V227"	-0.697	0
"1883"	"Macrophages.M1"	"V231"	0.00344	0.624735703
"1884"	"Macrophages.M1"	"V238"	0.177	2.33e-142
"1885"	"Macrophages.M1"	"V241"	-0.564	0
"1886"	"Macrophages.M1"	"V255"	0.364	0
"1887"	"Macrophages.M1"	"V256"	-0.223	1.55e-226
"1888"	"Macrophages.M1"	"V260"	-0.0902	6.91e-38
"1889"	"Macrophages.M1"	"V261"	-0.684	0
"1890"	"Macrophages.M1"	"V268"	-0.109	3.75e-54
"1891"	"Macrophages.M1"	"V270"	0.402	0
"1892"	"Macrophages.M1"	"V281"	-0.349	0
"1893"	"Macrophages.M1"	"V284"	-0.339	0
"1894"	"Macrophages.M1"	"V286"	-0.0933	2.09e-40
"1895"	"Macrophages.M1"	"V287"	0.206	2.73e-193
"1896"	"Macrophages.M1"	"V294"	-0.165	1.82e-123
"1897"	"Macrophages.M1"	"V308"	-0.0406	7.36e-09
"1898"	"Macrophages.M1"	"V327"	0.0642	5.78e-20
"1899"	"Macrophages.M1"	"V337"	-0.018	0.010362697
"1900"	"Macrophages.M1"	"V362"	-0.128	1.74e-74
"1901"	"Macrophages.M1"	"V370"	0.237	2.03e-257
"1902"	"Macrophages.M1"	"V375"	-0.0236	0.000797148
"1903"	"Macrophages.M1"	"V385"	-0.249	5.28e-283
"1904"	"Macrophages.M1"	"V386"	0.0258	0.000244609
"1905"	"Macrophages.M1"	"V392"	-0.227	2.4e-234
"1906"	"Macrophages.M1"	"V393"	-0.0185	0.008361818
"1907"	"Macrophages.M1"	"V400"	-0.0612	2.71e-18
"1908"	"Macrophages.M1"	"V403"	-0.375	0
"1909"	"Macrophages.M1"	"V405"	0.309	0
"1910"	"Macrophages.M1"	"V423"	0.156	3.71e-111
"1911"	"Macrophages.M1"	"V431"	-0.327	0
"1912"	"Macrophages.M1"	"V435"	-0.143	1.16e-93
"1913"	"Macrophages.M1"	"V451"	0.321	0
"1914"	"Macrophages.M1"	"V452"	0.522	0
"1915"	"Macrophages.M1"	"V455"	0.387	0
"1916"	"Macrophages.M1"	"V458"	0.269	0
"1917"	"Macrophages.M1"	"V461"	0.1	1.47e-46
"1918"	"Macrophages.M1"	"V464"	-0.246	1.38e-276
"1919"	"Macrophages.M1"	"V469"	-0.292	0
"1920"	"Macrophages.M1"	"V473"	0.281	0
"1921"	"Macrophages.M1"	"V479"	0.279	0
"1922"	"Macrophages.M1"	"V484"	-0.283	0
"1923"	"Macrophages.M1"	"V493"	-0.19	1.65e-163
"1924"	"Macrophages.M1"	"V504"	-0.303	0
"1925"	"Macrophages.M1"	"V519"	-0.229	3.65e-240
"1926"	"Macrophages.M1"	"V527"	0.0458	6.83e-11
"1927"	"Macrophages.M1"	"V528"	0.22	2.31e-220
"1928"	"Macrophages.M1"	"V533"	0.206	9.97e-193
"1929"	"Macrophages.M1"	"V537"	-0.0464	3.7e-11
"1930"	"Macrophages.M1"	"V562"	-0.00301	0.668723377
"1931"	"Macrophages.M1"	"V570"	-0.0677	4.95e-22
"1932"	"Macrophages.M1"	"V576"	-0.134	6.7e-82
"1933"	"Macrophages.M1"	"V590"	0.282	0
"1934"	"Macrophages.M1"	"V592"	0.374	0
"1935"	"Macrophages.M1"	"V611"	-0.362	0
"1936"	"Macrophages.M1"	"V625"	-0.22	7.69e-221
"1937"	"Macrophages.M1"	"V626"	-0.0364	2.26e-07
"1938"	"Macrophages.M1"	"V628"	-0.647	0
"1939"	"Macrophages.M1"	"V632"	0.243	2.08e-269
"1940"	"Macrophages.M1"	"V645"	-0.137	5.92e-86
"1941"	"Macrophages.M1"	"V648"	0.249	1.16e-283
"1942"	"Macrophages.M1"	"V657"	0.3	0
"1943"	"Macrophages.M1"	"V658"	0.475	0
"1944"	"Macrophages.M1"	"V662"	-0.129	1.21e-75
"1945"	"Macrophages.M1"	"V663"	0.173	3.23e-136
"1946"	"Macrophages.M1"	"V675"	-0.585	0
"1947"	"Macrophages.M1"	"V677"	-0.119	3.43e-65
"1948"	"Macrophages.M1"	"V678"	0.12	9.63e-66
"1949"	"Macrophages.M1"	"V681"	-0.0753	6.71e-27
"1950"	"Macrophages.M1"	"V684"	0.269	0
"1951"	"Macrophages.M1"	"V689"	-0.421	0
"1952"	"Macrophages.M1"	"V702"	0.217	2.36e-214
"1953"	"Macrophages.M1"	"V703"	-0.00365	0.602880923
"1954"	"Macrophages.M1"	"V710"	0.0833	1.45e-32
"1955"	"Macrophages.M1"	"V719"	-0.422	0
"1956"	"Macrophages.M1"	"V723"	-0.46	0
"1957"	"Macrophages.M1"	"V731"	-0.195	1.25e-172
"1958"	"Macrophages.M1"	"V743"	-0.286	0
"1959"	"Macrophages.M1"	"V746"	-0.104	5.03e-50
"1960"	"Macrophages.M1"	"V750"	0.246	7.06e-278
"1961"	"Macrophages.M1"	"V759"	0.0162	0.021015948
"1962"	"Macrophages.M1"	"V772"	0.434	0
"1963"	"Macrophages.M1"	"V774"	-0.236	1.07e-254
"1964"	"Macrophages.M1"	"V790"	-0.235	8.31e-253
"1965"	"Macrophages.M1"	"V792"	-0.264	1.65492228730984e-319
"1966"	"Macrophages.M1"	"V794"	-0.342	0
"1967"	"Macrophages.M1"	"V802"	-0.0769	5.83e-28
"1968"	"Macrophages.M1"	"V804"	-0.206	1.76e-193
"1969"	"Macrophages.M1"	"V810"	-0.138	3.99e-87
"1970"	"Macrophages.M1"	"V814"	0.060812842	4.53e-18
"1971"	"Macrophages.M1"	"V817"	-0.108043021	1.11e-53
"1972"	"Macrophages.M1"	"V820"	-0.16364615	1.22e-121
"1973"	"Macrophages.M1"	"V821"	0.215095634	9.37e-211
"1974"	"Macrophages.M1"	"V822"	-0.096564322	3.45e-43
"1975"	"Macrophages.M1"	"V823"	-0.299957746	0
"1976"	"Macrophages.M1"	"V830"	0.095588443	2.37e-42
"1977"	"Macrophages.M1"	"V834"	0.387606691	0
"1978"	"Macrophages.M1"	"V838"	-0.346115492	0
"1979"	"Macrophages.M1"	"V844"	0.128015415	8.53e-75
"1980"	"Macrophages.M1"	"V851"	0.229121161	1.27e-239
"1981"	"Macrophages.M2"	"V13"	-0.29383892	0
"1982"	"Macrophages.M2"	"V14"	0.035308799	4.96e-07
"1983"	"Macrophages.M2"	"V17"	0.378824204	0
"1984"	"Macrophages.M2"	"V23"	0.131255561	1.45e-78
"1985"	"Macrophages.M2"	"V25"	-0.19970613	2.28e-181
"1986"	"Macrophages.M2"	"V27"	-0.305493505	0
"1987"	"Macrophages.M2"	"V37"	0.504319722	0
"1988"	"Macrophages.M2"	"V40"	0.226048468	3.99e-233
"1989"	"Macrophages.M2"	"V52"	-0.13389552	1.04e-81
"1990"	"Macrophages.M2"	"V54"	-0.218584828	9.5e-218
"1991"	"Macrophages.M2"	"V67"	-0.184013149	8.04e-154
"1992"	"Macrophages.M2"	"V68"	-0.426946665	0
"1993"	"Macrophages.M2"	"V83"	-0.320327022	0
"1994"	"Macrophages.M2"	"V94"	0.048731614	3.89e-12
"1995"	"Macrophages.M2"	"V100"	-0.171531889	1.26e-133
"1996"	"Macrophages.M2"	"V112"	0.153103145	1.55e-106
"1997"	"Macrophages.M2"	"V118"	0.10796133	1.33e-53
"1998"	"Macrophages.M2"	"V119"	-0.098349949	9.64e-45
"1999"	"Macrophages.M2"	"V140"	-0.156209556	7.07e-111
"2000"	"Macrophages.M2"	"V142"	-0.206641883	2.56e-194
"2001"	"Macrophages.M2"	"V149"	0.373739059	0
"2002"	"Macrophages.M2"	"V150"	0.077105359	4.16e-28
"2003"	"Macrophages.M2"	"V155"	-0.087259879	1.49e-35
"2004"	"Macrophages.M2"	"V157"	-0.37287773	0
"2005"	"Macrophages.M2"	"V159"	0.104051533	6.75e-50
"2006"	"Macrophages.M2"	"V166"	-0.593532233	0
"2007"	"Macrophages.M2"	"V180"	-0.093302216	2.01e-40
"2008"	"Macrophages.M2"	"V184"	0.317077018	0
"2009"	"Macrophages.M2"	"V189"	0.031105859	9.47e-06
"2010"	"Macrophages.M2"	"V190"	0.029431017	2.78e-05
"2011"	"Macrophages.M2"	"V205"	0.072884321	2.79e-25
"2012"	"Macrophages.M2"	"V219"	0.006288912	0.370661509
"2013"	"Macrophages.M2"	"V222"	-0.269154289	0
"2014"	"Macrophages.M2"	"V227"	-0.646621698	0
"2015"	"Macrophages.M2"	"V231"	-0.044739188	1.87e-10
"2016"	"Macrophages.M2"	"V238"	0.180840646	1.52e-148
"2017"	"Macrophages.M2"	"V241"	-0.405224206	0
"2018"	"Macrophages.M2"	"V255"	0.263656626	1.95669758378967e-319
"2019"	"Macrophages.M2"	"V256"	-0.066486423	2.67e-21
"2020"	"Macrophages.M2"	"V260"	-0.025533833	0.000277623
"2021"	"Macrophages.M2"	"V261"	-0.426319845	0
"2022"	"Macrophages.M2"	"V268"	-0.072125453	8.63e-25
"2023"	"Macrophages.M2"	"V270"	0.36347456	0
"2024"	"Macrophages.M2"	"V281"	-0.338030853	0
"2025"	"Macrophages.M2"	"V284"	-0.221608224	6.57e-224
"2026"	"Macrophages.M2"	"V286"	-0.017482687	0.01281573
"2027"	"Macrophages.M2"	"V287"	0.080778539	1.08e-30
"2028"	"Macrophages.M2"	"V294"	-0.187431209	1.29e-159
"2029"	"Macrophages.M2"	"V308"	-0.062068863	9.23e-19
"2030"	"Macrophages.M2"	"V327"	0.174010034	1.62e-137
"2031"	"Macrophages.M2"	"V337"	0.004497671	0.522012437
"2032"	"Macrophages.M2"	"V362"	-0.095879196	1.34e-42
"2033"	"Macrophages.M2"	"V370"	0.164804405	2.31e-123
"2034"	"Macrophages.M2"	"V375"	-0.039935523	1.29e-08
"2035"	"Macrophages.M2"	"V385"	-0.215702336	5.82e-212
"2036"	"Macrophages.M2"	"V386"	-0.018517695	0.008383574
"2037"	"Macrophages.M2"	"V392"	-0.118674277	1.82e-64
"2038"	"Macrophages.M2"	"V393"	-0.027400198	9.57e-05
"2039"	"Macrophages.M2"	"V400"	-0.087759595	6.05e-36
"2040"	"Macrophages.M2"	"V403"	-0.272033764	0
"2041"	"Macrophages.M2"	"V405"	0.205909392	6.28e-193
"2042"	"Macrophages.M2"	"V423"	0.06238143	6.19e-19
"2043"	"Macrophages.M2"	"V431"	-0.259459181	0
"2044"	"Macrophages.M2"	"V435"	-0.157101808	3.85e-112
"2045"	"Macrophages.M2"	"V451"	0.189783442	1.14e-163
"2046"	"Macrophages.M2"	"V452"	0.544784165	0
"2047"	"Macrophages.M2"	"V455"	0.34127878	0
"2048"	"Macrophages.M2"	"V458"	0.169756268	7.11e-131
"2049"	"Macrophages.M2"	"V461"	0.087337693	1.29e-35
"2050"	"Macrophages.M2"	"V464"	-0.249291577	1.06e-284
"2051"	"Macrophages.M2"	"V469"	-0.275045911	0
"2052"	"Macrophages.M2"	"V473"	0.149772379	5.53e-102
"2053"	"Macrophages.M2"	"V479"	0.193914606	6.4e-171
"2054"	"Macrophages.M2"	"V484"	-0.245185054	3.54e-275
"2055"	"Macrophages.M2"	"V493"	-0.197324043	4.96e-177
"2056"	"Macrophages.M2"	"V504"	-0.347718708	0
"2057"	"Macrophages.M2"	"V519"	-0.278605374	0
"2058"	"Macrophages.M2"	"V527"	0.095153789	5.56e-42
"2059"	"Macrophages.M2"	"V528"	0.236839178	2.28e-256
"2060"	"Macrophages.M2"	"V533"	0.241566697	6.21e-267
"2061"	"Macrophages.M2"	"V537"	-0.044509984	2.31e-10
"2062"	"Macrophages.M2"	"V562"	0.108972831	1.39e-54
"2063"	"Macrophages.M2"	"V570"	-0.075076071	9.94e-27
"2064"	"Macrophages.M2"	"V576"	-0.165833014	6.65e-125
"2065"	"Macrophages.M2"	"V590"	0.206843017	1.06e-194
"2066"	"Macrophages.M2"	"V592"	0.265306363	1.97626258336499e-323
"2067"	"Macrophages.M2"	"V611"	-0.307242473	0
"2068"	"Macrophages.M2"	"V625"	-0.14341296	1.4e-93
"2069"	"Macrophages.M2"	"V626"	-0.02547616	0.000286602
"2070"	"Macrophages.M2"	"V628"	-0.706538961	0
"2071"	"Macrophages.M2"	"V632"	0.192715782	8.47e-169
"2072"	"Macrophages.M2"	"V645"	-0.159998611	2.7e-116
"2073"	"Macrophages.M2"	"V648"	0.158075488	1.58e-113
"2074"	"Macrophages.M2"	"V657"	0.249603128	1.97e-285
"2075"	"Macrophages.M2"	"V658"	0.444522641	0
"2076"	"Macrophages.M2"	"V662"	-0.161397352	2.5e-118
"2077"	"Macrophages.M2"	"V663"	0.118199206	5.81e-64
"2078"	"Macrophages.M2"	"V675"	-0.486762207	0
"2079"	"Macrophages.M2"	"V677"	-0.075770059	3.39e-27
"2080"	"Macrophages.M2"	"V678"	0.164560047	5.36e-123
"2081"	"Macrophages.M2"	"V681"	-0.078752785	2.97e-29
"2082"	"Macrophages.M2"	"V684"	0.177561122	3.41e-143
"2083"	"Macrophages.M2"	"V689"	-0.37906675	0
"2084"	"Macrophages.M2"	"V702"	0.075816983	3.15e-27
"2085"	"Macrophages.M2"	"V703"	-0.06678986	1.76e-21
"2086"	"Macrophages.M2"	"V710"	0.029596225	2.51e-05
"2087"	"Macrophages.M2"	"V719"	-0.377616125	0
"2088"	"Macrophages.M2"	"V723"	-0.34339589	0
"2089"	"Macrophages.M2"	"V731"	-0.208134567	3.61e-197
"2090"	"Macrophages.M2"	"V743"	-0.324956517	0
"2091"	"Macrophages.M2"	"V746"	-0.126518057	4.37e-73
"2092"	"Macrophages.M2"	"V750"	0.231430487	1.44e-244
"2093"	"Macrophages.M2"	"V759"	0.066983198	1.35e-21
"2094"	"Macrophages.M2"	"V772"	0.424143101	0
"2095"	"Macrophages.M2"	"V774"	-0.175706199	3.26e-140
"2096"	"Macrophages.M2"	"V790"	-0.186970421	7.92e-159
